"Focus","Non-Focus","Off-Color Focus","Off-Color Non-Focus","Trash","OrbSpent"
11,6,2,2,233,1191
11,16,1,5,369,1867
11,6,1,1,295,1444
11,23,7,1,549,2755
11,13,2,1,415,2056
11,11,0,1,285,1443
11,11,3,4,355,1793
11,4,1,2,207,1049
11,4,2,0,291,1415
11,6,4,3,261,1330
11,20,0,2,411,2070
11,14,2,2,330,1668
11,9,3,6,309,1570
11,8,0,1,296,1474
11,9,1,3,340,1701
11,17,3,2,420,2111
11,7,3,0,337,1662
11,9,3,3,305,1540
11,7,5,1,356,1773
11,15,2,3,431,2149
11,2,0,0,151,755
11,24,1,3,573,2853
11,6,1,0,264,1316
11,15,1,0,285,1448
11,12,0,1,277,1402
11,12,3,3,337,1708
11,9,1,0,211,1088
11,6,0,2,389,1897
11,9,2,3,300,1514
11,8,2,1,212,1102
11,10,2,3,229,1176
11,11,4,1,411,2036
11,14,3,2,347,1760
11,13,2,3,467,2320
11,7,3,5,297,1496
11,12,1,2,332,1664
11,12,2,1,285,1440
11,10,5,2,430,2145
11,8,1,2,246,1241
11,19,2,2,538,2683
11,8,4,4,467,2305
11,14,3,0,262,1339
11,13,2,1,476,2338
11,8,0,1,334,1648
11,9,2,1,299,1500
11,10,4,5,439,2181
11,7,3,2,385,1900
11,20,6,6,604,3026
11,10,1,4,363,1816
11,6,0,0,222,1107
11,15,0,2,315,1603
11,5,1,0,179,908
11,10,2,5,391,1957
11,19,4,2,466,2345
11,15,2,4,474,2370
11,20,2,3,475,2394
11,15,3,0,495,2442
11,13,2,3,377,1898
11,14,0,2,414,2044
11,11,1,3,384,1921
11,13,1,5,382,1914
11,10,4,3,385,1929
11,12,3,1,364,1837
11,10,2,2,309,1559
11,16,1,5,459,2299
11,16,2,3,405,2031
11,12,4,1,278,1418
11,9,0,1,327,1620
11,18,3,2,390,1974
11,16,4,2,411,2078
11,14,1,2,541,2651
11,10,4,1,350,1741
11,5,1,3,327,1622
11,12,1,2,275,1400
11,8,4,5,316,1585
11,7,2,2,209,1063
11,15,1,0,260,1336
11,16,4,7,477,2391
11,14,0,1,357,1793
11,13,4,2,373,1868
11,10,1,4,376,1881
11,7,2,1,308,1528
11,8,1,1,367,1805
11,8,2,3,356,1766
11,16,1,1,395,1984
11,6,3,2,192,1004
11,14,0,2,355,1776
11,9,2,2,291,1476
11,6,2,1,237,1192
11,28,6,3,634,3175
11,5,0,2,223,1115
11,22,3,4,493,2477
11,8,0,0,211,1067
11,4,3,1,301,1483
11,13,4,3,458,2264
11,14,3,1,356,1785
11,2,3,3,285,1415
11,15,2,1,387,1944
11,18,5,4,485,2449
11,14,4,3,448,2243
11,7,2,2,364,1796
11,8,4,1,350,1754
11,8,2,0,285,1426
11,18,1,1,390,1973
11,9,0,2,396,1944
11,7,1,2,288,1443
11,11,4,3,433,2166
11,5,1,5,272,1372
11,17,1,0,409,2035
11,19,0,5,431,2177
11,8,6,3,307,1568
11,17,2,3,505,2517
11,12,0,3,402,1991
11,5,1,0,226,1129
11,13,1,3,357,1798
11,11,1,2,222,1156
11,13,1,5,440,2181
11,7,1,4,287,1429
11,8,1,5,401,1976
11,5,0,0,213,1076
11,10,2,1,325,1620
11,13,1,1,355,1776
11,7,1,2,286,1431
11,6,1,1,291,1434
11,10,4,0,371,1856
11,6,1,1,362,1767
11,12,1,4,267,1380
11,18,0,1,347,1766
11,7,0,2,259,1305
11,7,2,0,228,1154
11,17,1,0,352,1769
11,6,1,0,242,1217
11,7,0,4,243,1227
11,11,0,3,410,2026
11,8,2,3,312,1559
11,15,0,0,315,1582
11,13,3,2,457,2259
11,10,1,3,352,1748
11,8,0,5,319,1596
11,18,0,2,399,2004
11,20,4,3,531,2646
11,14,2,1,374,1857
11,10,1,0,283,1415
11,14,3,1,493,2430
11,15,2,2,427,2129
11,17,3,6,347,1790
11,5,2,1,280,1387
11,7,0,1,203,1028
11,16,0,3,334,1711
11,13,1,1,243,1254
11,10,0,1,282,1408
11,9,0,2,208,1076
11,11,2,0,371,1837
11,7,1,2,197,1013
11,15,3,1,492,2436
11,15,2,2,285,1456
11,10,3,3,255,1318
11,4,0,0,167,853
11,18,1,2,453,2261
11,15,1,1,372,1870
11,13,1,0,334,1663
11,18,2,4,533,2657
11,10,1,3,376,1873
11,9,7,2,362,1826
11,14,2,6,381,1948
11,9,1,4,277,1409
11,4,1,0,220,1087
11,16,3,1,336,1705
11,13,2,2,382,1912
11,9,2,2,368,1831
11,15,5,0,406,2030
11,15,1,3,423,2112
11,24,4,3,644,3212
11,8,1,2,214,1089
11,11,1,0,312,1567
11,4,1,0,277,1375
11,16,0,1,379,1908
11,6,1,1,311,1539
11,12,1,2,342,1721
11,8,1,0,281,1393
11,13,3,2,368,1843
11,11,4,1,392,1959
11,3,0,2,288,1416
11,5,2,2,252,1257
11,8,0,4,302,1525
11,12,2,4,476,2346
11,13,1,2,476,2359
11,16,3,1,412,2066
11,4,0,1,195,979
11,12,6,2,439,2185
11,11,3,2,310,1577
11,7,0,0,231,1165
11,3,1,0,110,577
11,7,4,2,273,1388
11,19,4,2,501,2493
11,15,3,3,456,2281
11,22,2,3,456,2306
11,8,0,4,355,1759
11,4,3,1,283,1410
11,13,2,2,341,1713
11,19,1,3,391,1997
11,20,5,3,674,3321
11,11,3,1,358,1776
11,13,3,2,355,1783
11,6,2,1,255,1281
11,12,1,1,367,1829
11,17,3,1,417,2100
11,11,1,2,393,1951
11,4,2,1,224,1126
11,14,1,1,387,1918
11,4,1,1,149,780
11,9,2,1,252,1287
11,12,2,2,425,2110
11,10,1,0,228,1166
11,13,2,0,266,1357
11,6,2,1,399,1952
11,11,3,1,341,1695
11,6,2,2,366,1798
11,14,4,0,389,1945
11,16,1,5,566,2804
11,11,0,0,240,1214
11,20,6,2,527,2642
11,19,4,4,575,2858
11,20,2,3,457,2291
11,4,0,0,217,1082
11,5,0,1,200,1013
11,13,1,0,391,1933
11,14,1,4,320,1644
11,17,1,4,443,2221
11,11,1,1,262,1324
11,10,0,1,376,1850
11,3,0,1,236,1168
11,12,1,3,352,1742
11,21,6,1,402,2071
11,19,2,3,398,2019
11,11,1,1,332,1652
11,16,3,1,536,2629
11,6,0,1,253,1250
11,12,1,0,230,1174
11,9,0,4,324,1624
11,13,6,2,449,2249
11,14,0,4,397,1990
11,12,3,0,451,2226
11,12,5,3,445,2227
11,5,2,2,193,985
11,9,0,2,336,1668
11,12,2,2,284,1452
11,8,2,1,345,1702
11,9,2,0,188,972
11,11,2,3,330,1663
11,7,2,5,341,1716
11,10,2,4,372,1868
11,6,1,2,390,1914
11,8,3,1,219,1130
11,9,2,1,403,1990
11,8,2,0,245,1221
11,7,0,0,340,1662
11,8,0,1,278,1395
11,5,1,2,291,1448
11,10,3,2,382,1902
11,13,5,2,460,2299
11,8,3,1,281,1422
11,11,1,0,384,1880
11,3,2,1,188,956
11,2,0,0,125,644
11,10,4,5,364,1838
11,10,2,1,361,1794
11,11,2,2,247,1274
11,3,1,1,223,1117
11,13,3,2,380,1899
11,4,0,3,338,1668
11,19,2,2,461,2303
11,9,2,0,278,1403
11,11,1,0,308,1528
11,11,1,0,291,1471
11,16,3,5,457,2288
11,14,2,6,341,1742
11,8,2,3,392,1939
11,19,1,5,568,2827
11,12,2,3,292,1506
11,6,3,2,348,1726
11,13,2,2,365,1831
11,12,0,3,475,2332
11,11,2,0,249,1275
11,9,3,1,346,1731
11,13,1,1,338,1704
11,6,2,1,163,841
11,9,4,2,252,1298
11,11,2,1,460,2255
11,8,4,1,258,1321
11,7,1,2,285,1421
11,14,1,5,307,1568
11,21,2,3,462,2338
11,6,2,3,380,1875
11,9,3,0,300,1495
11,7,1,7,387,1934
11,7,1,1,247,1237
11,7,1,1,349,1720
11,16,2,1,367,1844
11,17,6,1,415,2091
11,10,1,0,326,1619
11,10,2,4,354,1777
11,12,1,3,307,1556
11,14,1,3,384,1913
11,20,6,1,519,2608
11,15,1,5,398,2009
11,14,1,1,406,2027
11,11,1,1,294,1466
11,9,2,2,363,1813
11,9,1,2,374,1858
11,13,1,2,362,1823
11,9,1,1,249,1264
11,10,0,1,287,1435
11,1,0,5,294,1447
11,16,1,4,618,3036
11,12,4,4,489,2428
11,18,1,4,484,2431
11,13,2,1,433,2149
11,8,3,0,284,1415
11,12,4,3,469,2339
11,14,0,1,321,1617
11,8,2,2,248,1266
11,7,3,3,186,982
11,15,4,0,278,1430
11,10,2,1,413,2044
11,5,1,0,188,957
11,9,3,1,239,1218
11,7,3,1,283,1430
11,4,0,1,180,913
11,19,3,1,511,2541
11,10,2,1,390,1937
11,14,4,3,506,2531
11,5,1,2,269,1334
11,6,1,4,235,1202
11,11,3,2,296,1503
11,8,0,2,344,1710
11,18,2,4,383,1938
11,5,0,1,280,1387
11,8,2,2,270,1363
11,10,2,1,207,1086
11,7,4,3,307,1549
11,14,2,1,418,2085
11,12,0,0,249,1262
11,20,1,2,463,2310
11,10,1,3,271,1385
11,7,3,3,249,1285
11,13,2,1,314,1594
11,4,1,0,236,1168
11,11,1,0,340,1680
11,6,3,2,230,1173
11,10,1,0,290,1452
11,16,4,3,484,2404
11,15,3,3,494,2439
11,11,1,4,367,1826
11,11,0,1,376,1866
11,9,2,1,357,1761
11,5,0,0,310,1516
11,6,0,3,220,1122
11,16,3,4,377,1920
11,3,2,2,241,1211
11,15,3,3,421,2116
11,7,0,1,266,1321
11,4,1,3,341,1673
11,11,1,1,250,1274
11,8,1,1,306,1525
11,11,0,2,366,1820
11,7,3,0,277,1398
11,10,5,2,452,2253
11,11,5,2,328,1666
11,7,1,2,258,1301
11,8,0,3,292,1463
11,4,2,0,291,1436
11,8,0,1,399,1966
11,9,1,1,361,1786
11,9,0,1,256,1285
11,15,9,3,566,2837
11,23,6,2,421,2165
11,12,3,2,447,2205
11,13,3,3,322,1637
11,7,1,1,240,1206
11,13,2,3,436,2184
11,5,2,2,230,1161
11,8,1,1,414,2024
11,17,1,3,414,2080
11,10,1,0,253,1285
11,8,0,3,305,1526
11,9,1,1,258,1299
11,9,2,3,253,1303
11,13,1,2,447,2213
11,20,3,2,504,2528
11,12,1,1,307,1545
11,5,0,0,279,1372
11,7,2,2,382,1893
11,12,2,4,426,2124
11,13,0,0,304,1511
11,7,2,2,308,1540
11,13,0,2,418,2086
11,4,0,4,185,944
11,9,1,1,367,1810
11,3,1,0,192,960
11,8,1,4,331,1640
11,10,2,0,298,1494
11,5,3,2,232,1180
11,7,1,1,189,984
11,8,1,3,339,1690
11,7,2,0,273,1360
11,7,0,1,250,1254
11,13,1,2,280,1426
11,12,0,3,434,2160
11,11,1,3,332,1671
11,8,0,2,312,1550
11,12,1,2,323,1629
11,12,2,1,377,1875
11,11,2,0,232,1194
11,5,0,1,212,1050
11,14,2,3,408,2038
11,10,2,3,361,1794
11,9,2,0,369,1821
11,13,2,2,421,2096
11,9,4,7,284,1467
11,13,2,2,295,1493
11,9,1,1,391,1937
11,18,4,1,462,2322
11,13,2,2,373,1852
11,9,3,3,395,1969
11,7,2,2,256,1303
11,10,2,2,315,1568
11,19,5,3,464,2346
11,10,1,0,224,1159
11,5,0,1,319,1576
11,6,4,4,409,2036
11,16,2,2,355,1797
11,13,5,4,402,2035
11,14,1,0,262,1331
11,13,4,0,363,1808
11,16,1,2,301,1541
11,11,2,1,391,1938
11,10,3,1,290,1458
11,3,2,0,338,1642
11,7,2,5,305,1539
11,10,1,0,266,1342
11,1,0,0,129,652
11,7,3,1,248,1268
11,10,3,0,308,1545
11,6,0,4,278,1386
11,17,1,1,558,2741
11,12,1,3,307,1556
11,8,2,1,378,1863
11,11,1,2,276,1393
11,10,3,1,300,1522
11,14,1,3,436,2169
11,13,2,2,448,2218
11,23,3,3,492,2489
11,8,3,4,317,1600
11,4,2,2,245,1228
11,16,2,5,401,2031
11,8,3,2,319,1600
11,11,2,2,415,2046
11,9,1,5,361,1799
11,11,4,3,416,2074
11,14,1,5,423,2120
11,11,0,1,244,1245
11,9,4,3,325,1640
11,29,4,9,579,2952
11,14,4,1,427,2148
11,7,2,4,304,1525
11,17,0,3,351,1778
11,22,1,5,442,2272
11,4,2,3,308,1530
11,13,0,2,321,1622
11,12,2,2,330,1667
11,2,3,2,242,1219
11,13,0,6,455,2256
11,17,4,5,438,2198
11,15,4,3,455,2276
11,16,3,1,414,2079
11,8,0,1,187,964
11,12,3,0,371,1857
11,11,3,6,357,1810
11,9,1,2,358,1777
11,7,0,2,269,1342
11,5,0,2,267,1336
11,11,2,2,335,1689
11,8,4,5,392,1960
11,7,2,1,324,1603
11,10,3,1,345,1730
11,12,2,4,476,2337
11,6,1,1,217,1095
11,13,4,1,363,1833
11,10,4,2,485,2388
11,8,2,2,399,1965
11,10,8,3,345,1751
11,13,1,1,266,1361
11,20,4,2,481,2413
11,10,1,0,302,1500
11,10,1,1,256,1306
11,12,2,2,357,1794
11,4,3,1,264,1324
11,9,1,2,318,1585
11,13,1,1,408,2031
11,12,3,2,382,1907
11,10,2,0,393,1934
11,6,2,6,375,1873
11,3,0,0,130,663
11,11,1,2,303,1530
11,3,2,1,235,1159
11,12,2,0,421,2078
11,8,3,0,269,1355
11,13,3,2,317,1602
11,31,7,4,804,3986
11,11,1,2,398,1973
11,5,0,1,272,1349
11,14,0,3,273,1396
11,9,2,2,383,1895
11,8,1,0,267,1335
11,10,1,2,337,1689
11,4,0,1,379,1844
11,13,2,0,390,1935
11,17,2,2,514,2548
11,8,1,0,313,1552
11,11,0,2,390,1926
11,16,7,5,520,2620
11,16,2,1,398,1991
11,11,2,1,362,1803
11,11,1,1,390,1918
11,8,3,0,406,1996
11,3,0,0,195,965
11,11,2,3,484,2385
11,9,0,5,426,2106
11,15,4,0,542,2671
11,5,0,2,168,859
11,12,4,5,432,2165
11,16,3,4,349,1791
11,13,2,2,409,2024
11,23,4,4,474,2421
11,9,3,0,367,1823
11,11,1,2,324,1629
11,10,3,0,202,1061
11,11,3,1,324,1635
11,12,2,4,458,2257
11,21,2,4,421,2143
11,5,2,1,230,1156
11,12,4,2,541,2678
11,22,1,2,496,2468
11,12,2,1,303,1532
11,7,0,0,286,1401
11,15,4,1,393,1978
11,13,2,2,214,1124
11,9,0,1,243,1230
11,12,0,1,403,1978
11,3,1,1,277,1372
11,8,2,0,251,1254
11,10,5,1,352,1761
11,15,0,7,542,2673
11,11,0,2,307,1531
11,7,4,0,276,1388
11,11,3,2,348,1742
11,11,2,1,471,2316
11,16,2,1,459,2287
11,14,0,1,243,1254
11,8,0,1,198,1005
11,11,0,1,318,1586
11,8,0,4,283,1429
11,14,3,3,416,2088
11,18,3,3,323,1671
11,9,2,3,265,1360
11,14,0,5,467,2332
11,11,4,2,350,1767
11,13,5,1,418,2089
11,4,1,0,157,794
11,10,4,1,319,1610
11,14,2,4,437,2176
11,9,3,4,247,1277
11,15,10,3,484,2457
11,9,2,0,321,1598
11,9,0,3,275,1388
11,8,2,0,313,1556
11,8,2,4,398,1964
11,15,4,2,544,2700
11,8,1,3,284,1429
11,14,5,4,447,2253
11,19,5,0,441,2221
11,26,2,1,590,2950
11,19,2,3,467,2332
11,7,1,0,226,1143
11,8,0,0,171,889
11,4,2,1,172,886
11,16,0,2,363,1836
11,11,1,1,234,1185
11,7,2,1,271,1349
11,14,1,4,524,2567
11,6,1,2,277,1380
11,19,0,0,392,1962
11,9,3,1,328,1637
11,8,1,4,429,2106
11,9,2,1,297,1500
11,20,5,5,544,2727
11,17,3,4,407,2067
11,18,2,1,426,2141
11,15,3,3,322,1636
11,11,1,0,305,1529
11,7,6,2,418,2068
11,12,1,4,433,2139
11,8,0,0,229,1143
11,9,1,2,366,1816
11,27,2,6,623,3122
11,7,2,3,291,1456
11,13,2,1,500,2470
11,11,1,1,274,1391
11,9,3,4,241,1252
11,8,4,2,249,1274
11,5,2,1,201,1023
11,5,2,0,175,894
11,20,3,5,473,2406
11,6,1,2,209,1064
11,12,2,4,452,2247
11,5,3,0,218,1104
11,14,2,4,516,2547
11,9,3,3,299,1522
11,9,1,2,261,1318
11,4,0,2,332,1610
11,12,6,1,408,2037
11,15,3,2,501,2487
11,7,4,3,343,1718
11,13,2,2,395,1969
11,9,1,3,302,1519
11,8,4,0,392,1937
11,16,6,1,453,2267
11,9,1,3,259,1321
11,10,0,2,204,1046
11,14,4,4,539,2686
11,12,2,0,309,1555
11,11,3,0,257,1319
11,11,3,1,321,1621
11,10,2,1,273,1380
11,12,1,0,343,1702
11,12,2,3,617,2997
11,10,5,3,391,1960
11,11,3,3,378,1898
11,13,1,2,303,1535
11,5,2,2,280,1397
11,8,1,0,266,1325
11,8,0,0,220,1111
11,15,1,2,387,1927
11,8,2,2,265,1346
11,10,2,3,413,2039
11,5,1,3,192,982
11,15,1,2,343,1727
11,13,2,0,331,1653
11,4,0,0,146,756
11,12,0,1,382,1894
11,9,1,0,245,1238
11,9,1,3,302,1520
11,17,2,5,454,2280
11,8,3,2,252,1286
11,5,2,2,356,1758
11,6,1,0,267,1329
11,7,3,2,193,1000
11,9,1,1,253,1275
11,18,2,2,464,2329
11,11,2,0,335,1679
11,12,3,2,499,2458
11,9,1,0,271,1360
11,11,1,1,244,1242
11,8,2,3,297,1478
11,5,0,2,201,1016
11,13,2,7,327,1685
11,6,3,0,223,1142
11,9,0,2,215,1101
11,10,4,3,347,1756
11,19,2,0,355,1813
11,10,4,0,320,1600
11,5,2,0,312,1535
11,21,1,0,443,2219
11,14,1,2,434,2154
11,12,4,0,380,1883
11,11,3,2,501,2464
11,11,0,2,316,1587
11,8,1,3,281,1426
11,13,4,1,313,1568
11,12,3,0,320,1603
11,4,2,0,211,1050
11,11,1,2,237,1219
11,13,3,2,400,2011
11,13,5,7,460,2330
11,5,1,3,228,1159
11,12,3,0,458,2259
11,15,1,4,392,1984
11,10,3,3,360,1797
11,14,3,6,362,1842
11,13,5,3,356,1805
11,12,1,2,330,1660
11,6,1,3,306,1522
11,17,2,3,368,1870
11,7,0,2,217,1102
11,7,0,1,226,1151
11,7,1,3,330,1633
11,11,2,1,318,1597
11,11,2,3,398,1987
11,9,0,1,303,1524
11,23,4,4,519,2631
11,5,3,1,261,1298
11,15,3,3,304,1568
11,5,2,2,291,1446
11,10,3,1,440,2159
11,9,1,1,328,1640
11,10,2,2,292,1458
11,15,1,1,338,1723
11,10,6,2,469,2326
11,22,5,2,539,2711
11,11,1,2,392,1938
11,7,1,1,300,1488
11,16,2,2,407,2049
11,3,2,0,194,979
11,9,1,1,222,1128
11,11,5,2,462,2293
11,12,1,1,348,1740
11,14,1,2,471,2324
11,10,0,1,328,1632
11,13,1,1,340,1709
11,6,2,1,280,1397
11,12,1,0,304,1513
11,10,1,0,278,1394
11,11,1,0,348,1733
11,2,1,0,170,855
11,14,1,1,295,1499
11,2,1,1,244,1203
11,9,2,1,390,1932
11,18,3,2,408,2065
11,8,2,3,314,1580
11,14,2,3,314,1602
11,9,2,4,277,1402
11,8,1,3,342,1716
11,10,3,0,360,1780
11,7,2,1,323,1606
11,10,0,0,189,973
11,7,1,8,325,1643
11,12,2,5,370,1868
11,12,1,6,359,1806
11,15,1,5,413,2068
11,6,2,1,300,1499
11,8,2,2,277,1401
11,15,1,1,395,1971
11,5,0,2,141,735
11,11,0,2,323,1621
11,13,2,2,300,1534
11,14,1,3,267,1394
11,10,0,1,235,1189
11,12,2,2,419,2069
11,14,6,1,456,2257
11,5,2,0,259,1282
11,8,1,3,285,1434
11,11,1,1,389,1933
11,10,1,0,288,1458
11,11,0,4,318,1605
11,4,0,0,223,1093
11,5,2,1,236,1186
11,8,1,4,332,1659
11,8,3,2,370,1824
11,15,2,3,433,2161
11,9,0,1,330,1647
11,9,1,0,253,1274
11,12,5,3,371,1884
11,6,0,3,318,1567
11,14,2,3,372,1883
11,8,0,1,276,1382
11,9,0,0,303,1496
11,8,2,3,272,1375
11,15,1,2,573,2808
11,11,1,0,240,1221
11,7,5,3,317,1604
11,8,2,3,220,1139
11,23,4,4,448,2294
11,16,2,2,222,1180
11,7,0,1,284,1402
11,4,1,3,225,1141
11,21,2,5,580,2887
11,14,2,4,502,2509
11,11,4,6,534,2638
11,12,4,2,377,1898
11,10,1,3,403,2009
11,6,3,0,222,1131
11,14,3,3,354,1791
11,10,4,0,411,2021
11,12,4,6,347,1782
11,14,2,4,420,2102
11,14,1,2,292,1495
11,6,5,0,221,1134
11,13,3,2,460,2278
11,9,2,1,287,1455
11,13,4,0,291,1493
11,23,3,5,576,2878
11,12,4,6,417,2098
11,7,1,0,303,1492
11,10,2,4,372,1857
11,10,2,2,350,1757
11,17,1,4,477,2383
11,8,0,1,279,1391
11,4,0,1,199,993
11,13,2,1,357,1804
11,6,1,2,271,1354
11,7,0,0,299,1479
11,12,1,3,276,1406
11,25,4,1,502,2539
11,6,0,1,310,1529
11,15,6,1,410,2086
11,9,1,4,380,1893
11,19,6,1,580,2885
11,12,3,1,355,1770
11,16,3,1,324,1649
11,10,6,1,474,2336
11,14,3,5,384,1944
11,13,3,4,434,2147
11,13,1,1,362,1807
11,14,2,2,304,1565
11,12,5,3,464,2318
11,15,1,1,429,2151
11,11,2,1,362,1809
11,12,6,2,546,2692
11,9,2,4,414,2079
11,15,3,1,401,1996
11,6,1,1,254,1267
11,11,1,0,328,1623
11,5,0,0,200,1006
11,8,1,2,204,1052
11,25,3,6,771,3813
11,3,3,0,285,1400
11,13,2,3,428,2145
11,17,7,2,503,2521
11,14,2,0,227,1176
11,17,2,3,474,2357
11,15,0,1,297,1515
11,12,2,2,295,1503
11,17,2,3,375,1900
11,10,1,2,381,1876
11,13,6,3,467,2331
11,14,1,4,451,2248
11,6,1,2,281,1404
11,10,2,4,360,1806
11,10,0,2,265,1347
11,20,4,2,553,2756
11,12,0,0,227,1163
11,7,3,3,223,1133
11,11,1,1,299,1511
11,17,4,3,389,1962
11,11,1,3,464,2286
11,10,1,1,322,1598
11,3,1,0,258,1271
11,6,0,1,193,988
11,15,1,0,365,1821
11,10,1,2,392,1938
11,11,7,2,448,2256
11,8,1,0,440,2147
11,7,2,2,236,1204
11,12,3,1,496,2420
11,7,3,0,299,1495
11,7,2,1,344,1703
11,7,4,0,322,1602
11,11,2,5,503,2485
11,8,2,1,409,2011
11,15,2,4,467,2318
11,9,1,1,276,1380
11,10,1,0,239,1206
11,8,1,2,370,1805
11,13,2,2,322,1611
11,10,4,7,396,1999
11,5,3,1,359,1763
11,11,1,1,255,1313
11,10,1,2,368,1816
11,8,4,2,281,1429
11,15,2,3,434,2161
11,3,4,0,164,850
11,15,0,1,273,1395
11,12,3,0,278,1413
11,7,1,0,283,1404
11,12,1,1,288,1453
11,5,0,0,237,1176
11,11,8,4,418,2110
11,11,3,1,252,1287
11,8,2,0,338,1688
11,13,1,1,355,1768
11,13,1,3,431,2127
11,10,1,0,322,1621
11,13,0,2,332,1662
11,10,1,1,327,1612
11,12,5,2,448,2227
11,8,0,3,310,1543
11,11,4,1,316,1597
11,7,2,2,300,1506
11,11,5,1,400,1993
11,8,3,2,223,1137
11,6,2,0,251,1257
11,11,3,2,369,1867
11,12,0,0,232,1184
11,8,1,2,342,1698
11,9,3,1,281,1413
11,9,1,3,416,2052
11,4,1,0,154,782
11,8,3,0,287,1441
11,14,2,3,330,1670
11,9,1,0,245,1232
11,8,2,1,252,1282
11,4,2,1,188,957
11,7,3,2,408,2011
11,14,5,3,260,1375
11,10,2,4,295,1498
11,13,0,2,380,1894
11,10,2,5,446,2207
11,12,1,1,304,1533
11,15,2,6,451,2272
11,14,3,4,380,1935
11,10,2,2,446,2196
11,10,0,1,238,1205
11,13,1,2,347,1743
11,8,1,2,347,1714
11,27,5,4,671,3361
11,11,2,3,282,1433
11,4,1,0,220,1094
11,22,3,3,533,2675
11,9,3,4,318,1616
11,15,8,2,458,2303
11,11,6,2,487,2396
11,15,5,1,405,2040
11,6,2,2,263,1323
11,6,0,2,179,919
11,8,1,1,220,1131
11,19,3,1,504,2514
11,4,0,1,232,1148
11,17,0,2,394,1995
11,15,5,1,477,2390
11,8,2,3,404,2006
11,9,4,2,322,1618
11,13,3,2,332,1700
11,30,3,3,639,3197
11,11,1,1,334,1672
11,14,3,3,507,2511
11,13,5,1,407,2040
11,18,6,5,607,3033
11,9,1,0,268,1329
11,17,0,1,398,1985
11,11,0,0,379,1876
11,29,3,6,572,2881
11,16,2,5,548,2717
11,14,0,0,363,1812
11,10,1,3,402,1991
11,21,6,4,477,2433
11,8,3,1,421,2079
11,20,2,3,592,2935
11,8,2,1,388,1906
11,8,3,2,367,1831
11,10,1,0,346,1701
11,11,4,4,368,1854
11,7,1,1,330,1630
11,21,2,5,500,2502
11,14,3,2,400,2011
11,11,3,1,276,1403
11,9,0,4,261,1321
11,13,1,5,392,1958
11,9,2,0,183,954
11,6,5,2,379,1884
11,3,0,0,236,1160
11,12,4,0,401,2002
11,3,3,0,258,1287
11,13,1,2,356,1781
11,9,1,0,380,1863
11,18,0,3,370,1867
11,19,2,2,455,2281
11,25,6,7,636,3184
11,12,1,1,430,2120
11,10,1,2,327,1629
11,14,3,5,370,1880
11,6,0,2,309,1527
11,13,4,3,413,2077
11,9,1,3,186,975
11,5,0,1,186,932
11,8,1,1,281,1417
11,7,0,1,266,1313
11,9,3,3,335,1677
11,5,1,1,221,1105
11,19,5,2,393,1997
11,4,1,2,275,1365
11,14,5,3,522,2584
11,11,2,2,344,1735
11,10,4,1,318,1607
11,11,1,3,294,1489
11,11,3,0,288,1447
11,10,1,2,303,1531
11,12,1,2,387,1921
11,5,4,2,287,1426
11,9,3,2,342,1713
11,18,2,2,319,1647
11,8,1,2,340,1693
11,11,0,2,284,1441
11,13,0,5,286,1460
11,9,4,2,328,1642
11,11,2,1,256,1298
11,7,1,2,346,1699
11,2,0,0,120,615
11,14,2,4,395,1999
11,17,2,3,520,2584
11,11,0,0,391,1912
11,13,1,1,356,1766
11,9,0,3,313,1565
11,6,2,0,298,1472
11,4,0,1,209,1045
11,14,4,3,307,1577
11,20,6,3,579,2895
11,10,1,3,392,1946
11,4,0,2,223,1111
11,9,0,4,349,1720
11,7,2,2,254,1283
11,9,1,3,372,1854
11,26,1,1,469,2372
11,16,2,2,412,2067
11,10,3,2,319,1607
11,8,0,0,281,1401
11,9,3,5,363,1832
11,12,3,1,481,2380
11,4,0,0,269,1319
11,5,1,0,292,1448
11,6,2,0,247,1245
11,16,4,1,364,1853
11,8,1,1,322,1608
11,12,1,2,388,1928
11,8,1,0,249,1238
11,12,3,1,298,1508
11,11,3,1,341,1715
11,14,4,0,441,2204
11,11,1,1,218,1123
11,12,4,0,348,1742
11,13,4,3,437,2175
11,8,3,2,390,1918
11,11,3,3,598,2917
11,9,1,2,261,1316
11,20,3,3,425,2170
11,14,3,0,236,1234
11,24,3,2,578,2886
11,17,0,6,433,2175
11,11,4,4,420,2097
11,6,1,0,265,1328
11,14,1,1,354,1786
11,15,1,3,425,2116
11,7,2,1,198,1020
11,3,5,2,246,1250
11,17,0,3,414,2056
11,16,0,5,498,2464
11,7,2,1,330,1627
11,10,0,0,238,1223
11,10,3,1,305,1542
11,21,3,1,570,2819
11,11,1,2,295,1489
11,14,3,4,473,2360
11,21,0,6,549,2736
11,8,2,0,341,1685
11,11,1,2,355,1772
11,18,3,3,410,2073
11,9,3,2,261,1337
11,11,1,3,281,1437
11,12,3,0,325,1639
11,7,2,0,377,1861
11,6,3,0,414,2031
11,7,2,1,199,1024
11,6,2,2,325,1610
11,13,1,0,298,1517
11,8,0,2,273,1368
11,7,1,2,339,1676
11,14,0,2,247,1284
11,7,2,4,297,1503
11,10,1,1,356,1766
11,4,0,1,206,1024
11,9,3,2,356,1775
11,9,1,1,226,1148
11,15,1,2,397,1986
11,20,1,3,526,2613
11,9,2,3,354,1754
11,15,1,3,410,2050
