"Focus","Non-Focus","Off-Color Focus","Off-Color Non-Focus","Trash","OrbSpent"
11,20,2,7,488,2464
11,11,0,1,262,1313
11,10,1,2,366,1822
11,5,2,1,321,1582
11,5,3,1,405,1974
11,13,5,4,395,1991
11,6,0,2,280,1405
11,10,1,1,385,1905
11,6,1,2,287,1424
11,12,3,3,391,1970
11,9,2,1,303,1516
11,21,5,1,525,2621
11,13,8,3,372,1913
11,13,1,0,308,1561
11,13,4,1,522,2567
11,7,1,1,275,1371
11,6,1,4,266,1349
11,11,0,3,344,1726
11,7,1,1,319,1576
11,6,2,4,343,1703
11,15,5,1,472,2355
11,8,2,1,363,1781
11,3,1,2,180,921
11,10,2,3,349,1730
11,6,2,2,361,1777
11,5,1,3,309,1537
11,9,1,2,249,1252
11,3,1,2,232,1165
11,9,2,5,352,1775
11,17,0,2,303,1553
11,7,1,1,239,1199
11,10,4,1,355,1788
11,11,3,1,298,1497
11,7,1,3,208,1081
11,9,3,3,422,2092
11,4,0,1,186,947
11,17,1,2,449,2230
11,17,3,1,442,2227
11,6,2,2,240,1210
11,9,3,1,342,1703
11,17,1,1,417,2088
11,10,3,0,397,1967
11,11,3,1,486,2368
11,11,0,3,292,1477
11,6,1,0,255,1290
11,12,1,2,381,1886
11,8,2,0,188,968
11,11,1,5,477,2357
11,7,0,1,288,1432
11,8,3,3,373,1856
11,9,1,5,399,1978
11,14,1,4,494,2450
11,15,2,3,417,2099
11,19,2,3,439,2212
11,22,3,3,584,2907
11,19,10,4,670,3331
11,6,1,2,326,1613
11,9,0,0,200,1019
11,13,3,2,498,2452
11,6,2,2,256,1290
11,4,0,2,345,1686
11,10,2,2,307,1542
11,15,5,3,384,1951
11,4,1,2,237,1188
11,11,1,1,302,1518
11,13,3,1,424,2127
11,11,1,5,276,1432
11,6,1,2,367,1796
11,9,1,5,443,2187
11,7,0,1,133,711
11,17,0,1,390,1937
11,13,0,4,321,1623
11,4,1,1,215,1078
11,14,1,5,470,2340
11,13,3,2,458,2268
11,9,2,3,316,1590
11,7,3,1,221,1139
11,9,2,1,252,1282
11,2,2,0,145,747
11,17,3,3,359,1825
11,14,3,1,395,1978
11,5,0,0,160,820
11,10,1,2,346,1734
11,3,1,4,326,1611
11,15,4,1,400,2014
11,11,4,3,270,1392
11,15,3,1,327,1668
11,8,2,4,334,1675
11,11,3,1,365,1831
11,5,1,0,188,961
11,11,1,0,327,1627
11,13,5,1,408,2047
11,12,0,3,230,1178
11,12,2,1,323,1615
11,9,0,2,310,1542
11,5,0,1,173,882
11,8,2,1,302,1513
11,12,2,1,455,2236
11,15,4,6,493,2461
11,13,1,2,330,1676
11,14,4,4,435,2193
11,7,2,1,244,1243
11,7,0,2,326,1601
11,20,6,3,555,2771
11,12,2,2,346,1756
11,17,3,3,395,1979
11,8,0,0,252,1261
11,8,0,2,261,1313
11,10,1,3,352,1757
11,9,1,3,346,1710
11,25,4,5,499,2553
11,8,2,0,298,1486
11,9,0,1,349,1736
11,10,2,3,375,1876
11,18,1,0,317,1612
11,10,0,0,362,1791
11,13,2,2,369,1861
11,10,2,3,321,1600
11,19,2,4,399,2041
11,12,1,3,390,1945
11,12,1,2,357,1773
11,13,2,2,516,2522
11,16,3,2,355,1804
11,6,3,4,283,1434
11,10,5,1,433,2136
11,11,0,0,156,820
11,6,1,0,214,1078
11,10,1,3,397,1964
11,18,5,8,443,2266
11,10,1,1,330,1646
11,10,3,1,333,1663
11,9,2,1,258,1306
11,7,2,4,326,1639
11,16,2,7,510,2558
11,6,2,3,243,1235
11,9,4,2,359,1789
11,9,0,0,258,1299
11,12,2,1,386,1923
11,15,2,3,370,1854
11,3,2,2,203,1016
11,7,3,1,353,1737
11,6,1,4,286,1452
11,9,1,2,292,1464
11,11,5,4,433,2162
11,12,0,3,329,1656
11,8,2,1,305,1511
11,7,1,1,255,1271
11,5,0,2,182,938
11,6,0,0,190,953
11,13,2,4,401,2014
11,19,2,3,523,2607
11,13,2,3,453,2237
11,15,5,2,378,1916
11,13,3,1,337,1699
11,11,3,3,383,1902
11,15,3,5,472,2367
11,7,1,1,261,1319
11,6,1,2,205,1050
11,17,2,2,247,1306
11,16,5,5,650,3211
11,18,1,4,419,2117
11,9,1,3,328,1646
11,12,2,0,398,1959
11,3,0,2,288,1425
11,12,5,3,572,2826
11,8,0,2,298,1471
11,13,3,1,402,2000
11,8,0,1,382,1861
11,13,4,0,361,1812
11,13,2,0,311,1572
11,7,0,3,354,1750
11,11,1,2,280,1419
11,10,2,1,373,1862
11,9,3,3,340,1702
11,14,2,2,291,1498
11,11,0,3,535,2624
11,10,3,3,365,1823
11,5,4,5,347,1733
11,8,3,4,439,2179
11,12,3,4,355,1821
11,5,1,3,288,1433
11,11,1,2,431,2115
11,10,1,5,299,1523
11,8,4,2,340,1713
11,16,3,2,459,2284
11,17,1,2,447,2236
11,8,2,1,295,1481
11,5,0,0,241,1201
11,14,1,1,287,1456
11,12,0,2,307,1548
11,5,2,2,240,1209
11,6,2,0,183,942
11,5,4,2,281,1419
11,22,0,5,450,2272
11,10,4,1,388,1936
11,12,1,5,419,2089
11,7,3,3,357,1775
11,13,2,3,417,2090
11,11,1,3,417,2069
11,4,1,2,292,1440
11,13,2,1,328,1652
11,6,3,2,223,1145
11,17,3,2,529,2612
11,9,2,0,260,1310
11,6,1,1,263,1312
11,8,3,1,401,2012
11,39,3,5,606,3101
11,6,2,2,443,2148
11,10,3,0,457,2254
11,14,0,0,283,1447
11,10,1,1,244,1237
11,10,0,3,288,1456
11,14,3,2,448,2229
11,9,0,3,268,1341
11,7,2,3,247,1258
11,13,2,1,311,1582
11,13,3,3,353,1779
11,13,4,5,537,2654
11,12,2,5,378,1904
11,15,2,1,308,1565
11,10,5,0,334,1678
11,12,2,3,370,1854
11,23,5,3,503,2531
11,18,5,1,495,2472
11,13,2,1,328,1660
11,3,1,0,182,920
11,11,2,2,327,1639
11,15,1,2,293,1497
11,5,2,1,242,1213
11,8,0,5,321,1616
11,13,2,1,313,1576
11,15,2,6,524,2606
11,5,1,3,203,1032
11,15,0,1,378,1876
11,11,2,1,298,1502
11,11,1,2,220,1145
11,6,3,0,226,1150
11,9,5,3,416,2082
11,7,2,2,368,1799
11,11,3,0,270,1373
11,6,0,1,316,1550
11,9,1,4,322,1620
11,15,2,3,395,1986
11,8,2,3,391,1935
11,8,5,2,295,1503
11,8,4,0,376,1858
11,11,0,2,304,1516
11,9,1,1,262,1326
11,9,3,2,366,1826
11,8,5,1,303,1518
11,10,2,3,456,2247
11,11,0,3,245,1249
11,15,2,3,458,2271
11,16,4,1,412,2075
11,7,2,1,222,1128
11,16,4,2,366,1862
11,9,3,2,349,1737
11,14,2,2,308,1576
11,11,4,5,430,2150
11,10,0,1,272,1367
11,5,1,1,263,1312
11,26,1,1,671,3310
11,14,4,1,388,1944
11,9,1,1,268,1353
11,11,2,3,478,2352
11,9,0,4,273,1378
11,8,0,1,250,1247
11,16,5,4,532,2675
11,5,0,1,326,1582
11,10,2,2,312,1584
11,8,3,3,432,2129
11,5,0,1,238,1185
11,12,0,1,341,1707
11,10,3,1,295,1485
11,19,3,6,452,2297
11,7,4,4,220,1151
11,8,2,4,247,1265
11,8,1,3,295,1486
11,11,2,1,411,2035
11,12,1,0,271,1376
11,5,0,2,204,1033
11,8,3,3,262,1336
11,1,1,0,177,879
11,10,0,1,314,1574
11,11,1,2,365,1823
11,7,3,0,185,949
11,7,2,0,213,1081
11,11,0,1,342,1707
11,15,2,5,474,2355
11,7,0,0,223,1117
11,15,6,2,432,2175
11,17,2,3,521,2582
11,11,0,1,269,1355
11,13,3,4,459,2291
11,17,5,4,578,2856
11,15,2,2,348,1751
11,9,1,3,306,1549
11,10,3,1,370,1836
11,11,2,3,386,1932
11,8,2,0,326,1623
11,13,5,1,380,1910
11,10,1,1,274,1378
11,9,1,2,356,1777
11,18,1,4,516,2576
11,12,2,3,372,1864
11,13,1,1,412,2035
11,6,4,6,375,1889
11,11,0,0,324,1610
11,6,1,2,254,1267
11,5,1,3,304,1511
11,15,0,0,400,1991
11,7,0,1,244,1218
11,11,1,1,185,969
11,12,6,2,374,1898
11,15,3,5,505,2507
11,13,2,4,273,1420
11,5,1,0,342,1683
11,9,1,3,388,1914
11,19,3,0,454,2256
11,16,2,9,542,2710
11,9,4,1,317,1599
11,18,2,5,478,2406
11,15,1,2,332,1689
11,13,1,1,448,2203
11,11,0,6,457,2240
11,7,0,1,262,1296
11,16,2,4,354,1796
11,3,0,0,238,1162
11,14,3,1,360,1799
11,11,3,2,335,1688
11,4,0,2,201,1009
11,12,3,2,292,1489
11,8,4,1,359,1786
11,12,1,3,350,1760
11,13,2,3,315,1599
11,8,2,0,299,1494
11,9,2,3,385,1914
11,8,4,2,378,1884
11,15,3,1,334,1703
11,13,1,1,351,1751
11,5,0,1,192,974
11,10,1,1,262,1324
11,4,1,4,263,1332
11,10,1,1,286,1437
11,12,3,3,485,2394
11,11,0,0,367,1823
11,9,2,1,284,1420
11,7,1,3,323,1605
11,16,2,5,433,2201
11,8,3,0,265,1354
11,15,1,1,394,1964
11,11,2,2,377,1876
11,11,1,1,352,1741
11,8,0,1,311,1545
11,7,1,2,308,1530
11,8,0,1,238,1205
11,23,4,3,503,2535
11,10,1,2,327,1629
11,12,5,0,463,2283
11,17,2,2,473,2356
11,13,4,3,415,2067
11,6,0,0,242,1199
11,8,0,0,337,1666
11,13,1,1,342,1714
11,18,0,4,345,1750
11,11,1,0,229,1165
11,9,4,2,479,2352
11,9,1,2,348,1737
11,11,1,1,329,1644
11,10,0,1,292,1461
11,9,1,4,375,1855
11,6,2,1,152,798
11,10,3,1,437,2160
11,8,3,3,216,1120
11,23,3,6,677,3359
11,12,2,4,343,1733
11,8,1,1,272,1355
11,8,1,1,263,1322
11,9,0,1,323,1595
11,6,6,4,301,1521
11,7,1,3,349,1747
11,11,2,2,333,1690
11,5,2,1,327,1608
11,6,0,0,219,1105
11,14,3,1,385,1928
11,6,3,1,267,1339
11,9,4,1,267,1365
11,12,1,2,394,1953
11,12,2,1,348,1741
11,12,4,3,421,2106
11,20,2,1,390,1973
11,9,3,0,321,1591
11,11,4,4,390,1956
11,9,1,2,369,1832
11,5,1,1,235,1182
11,12,1,0,295,1487
11,13,2,2,521,2570
11,17,0,0,428,2120
11,9,5,1,432,2134
11,7,1,1,251,1262
11,9,0,4,246,1264
11,19,0,1,489,2418
11,8,1,3,237,1208
11,10,1,1,283,1433
11,9,0,1,224,1139
11,13,3,0,466,2291
11,7,0,1,280,1380
11,9,2,1,294,1472
11,5,1,3,314,1546
11,18,2,4,460,2317
11,8,2,3,207,1071
11,18,2,0,577,2833
11,10,4,2,447,2210
11,14,3,4,603,2974
11,9,1,3,365,1812
11,11,5,5,373,1889
11,7,0,0,268,1338
11,13,0,0,345,1716
11,17,4,2,472,2352
11,5,2,0,180,921
11,7,4,6,358,1807
11,12,3,0,448,2218
11,13,4,3,448,2236
11,11,4,3,472,2334
11,12,1,5,460,2286
11,10,3,6,332,1689
11,12,2,0,336,1687
11,9,3,0,342,1688
11,15,2,5,545,2704
11,6,3,1,291,1449
11,13,1,0,283,1435
11,17,1,4,373,1897
11,12,2,1,454,2243
11,18,5,1,528,2619
11,9,2,1,272,1371
11,7,3,1,245,1245
11,15,3,2,386,1954
11,12,1,5,367,1826
11,8,1,2,199,1031
11,8,2,1,269,1351
11,13,2,1,447,2204
11,11,0,2,271,1386
11,5,1,2,252,1256
11,8,0,1,238,1206
11,22,1,3,465,2335
11,10,0,1,259,1305
11,21,2,5,521,2622
11,14,6,9,569,2838
11,4,0,1,189,951
11,5,1,2,272,1339
11,10,0,5,305,1535
11,15,4,1,289,1488
11,8,1,3,331,1650
11,6,0,4,346,1716
11,12,4,1,402,2014
11,7,3,1,268,1349
11,12,4,1,288,1463
11,4,2,2,179,920
11,10,3,2,314,1587
11,13,1,2,270,1375
11,12,2,3,342,1738
11,5,1,0,217,1096
11,9,3,1,305,1535
11,17,3,3,444,2220
11,11,1,4,363,1824
11,21,1,5,426,2154
11,17,2,2,506,2515
11,13,0,2,361,1803
11,11,2,0,360,1794
11,8,1,1,191,988
11,7,4,2,351,1744
11,16,0,4,439,2169
11,11,2,2,305,1546
11,9,0,2,395,1937
11,8,4,6,331,1697
11,5,2,4,180,953
11,7,2,2,308,1545
11,13,1,1,420,2071
11,10,2,0,349,1739
11,13,1,2,400,1984
11,11,4,1,450,2236
11,14,3,3,436,2173
11,9,1,1,279,1405
11,15,1,1,404,2001
11,8,1,3,343,1698
11,0,0,1,139,691
11,17,3,5,394,2013
11,18,0,4,490,2431
11,9,2,2,208,1080
11,8,1,1,229,1165
11,28,2,1,517,2595
11,10,1,2,243,1245
11,8,2,4,387,1922
11,8,2,2,227,1161
11,9,1,4,250,1278
11,10,3,3,341,1723
11,13,2,1,407,2025
11,3,0,2,205,1027
11,9,6,4,468,2333
11,12,5,1,276,1423
11,10,1,4,330,1655
11,12,1,6,361,1823
11,12,5,4,437,2173
11,8,2,0,303,1508
11,7,3,1,275,1381
11,16,3,1,485,2409
11,3,0,1,208,1029
11,14,3,3,538,2654
11,11,0,4,398,1968
11,16,1,3,337,1715
11,7,3,1,267,1359
11,3,2,2,224,1131
11,7,4,3,378,1884
11,11,5,1,415,2067
11,10,1,0,296,1484
11,5,1,3,201,1039
11,10,1,0,329,1631
11,11,3,0,324,1618
11,11,1,3,351,1773
11,9,2,2,308,1556
11,10,1,2,293,1476
11,7,1,2,307,1542
11,19,4,5,552,2749
11,10,1,0,233,1185
11,13,2,3,375,1877
11,11,4,3,361,1815
11,5,2,2,248,1232
11,9,0,3,304,1520
11,0,0,0,173,856
11,16,2,2,483,2396
11,13,5,2,355,1797
11,10,2,0,359,1791
11,11,3,2,504,2491
11,5,2,1,264,1326
11,11,1,0,248,1257
11,8,2,2,320,1605
11,3,1,1,213,1056
11,8,1,1,249,1255
11,6,1,4,317,1568
11,7,3,6,474,2350
11,11,6,1,425,2110
11,5,2,0,197,989
11,9,2,1,258,1304
11,7,2,1,226,1151
11,14,3,4,419,2102
11,10,3,1,299,1497
11,8,1,3,333,1668
11,16,6,4,439,2217
11,11,1,1,246,1258
11,15,4,3,483,2406
11,14,4,4,387,1944
11,12,3,4,350,1764
11,14,2,2,292,1500
11,28,4,5,554,2806
11,7,2,0,213,1084
11,5,2,0,279,1379
11,14,5,3,459,2275
11,8,0,3,201,1034
11,6,3,1,305,1516
11,15,2,2,387,1923
11,20,2,3,454,2267
11,12,1,0,392,1941
11,10,2,3,315,1589
11,12,2,1,376,1863
11,16,0,4,389,1969
11,14,3,1,443,2213
11,16,7,3,493,2453
11,5,5,3,196,1029
11,9,1,1,368,1813
11,11,1,3,313,1585
11,8,1,2,252,1270
11,4,1,1,234,1170
11,15,2,5,604,2970
11,5,2,2,247,1237
11,4,0,1,231,1145
11,3,0,1,165,842
11,15,1,1,384,1921
11,8,2,3,309,1549
11,6,0,2,263,1312
11,16,1,2,456,2263
11,8,3,3,351,1754
11,11,2,1,345,1722
11,16,2,2,347,1755
11,19,3,8,557,2803
11,18,4,1,562,2784
11,15,2,2,408,2058
11,4,3,1,317,1559
11,21,1,0,481,2407
11,8,3,4,357,1775
11,13,2,3,381,1906
11,2,3,0,233,1159
11,10,2,1,380,1879
11,11,3,1,302,1531
11,22,6,1,599,2996
11,13,0,0,327,1640
11,8,3,2,193,1008
11,10,0,0,306,1508
11,15,3,2,454,2254
11,15,1,3,457,2252
11,11,3,2,330,1673
11,14,3,1,333,1683
11,10,2,3,265,1355
11,10,2,3,483,2390
11,18,3,5,560,2784
11,23,3,3,601,2986
11,13,1,1,317,1593
11,7,1,1,227,1145
11,7,2,0,140,741
11,13,0,3,499,2463
11,4,1,3,262,1301
11,7,1,4,382,1880
11,1,0,0,196,963
11,9,0,0,374,1835
11,13,4,5,467,2332
11,16,1,3,425,2121
11,7,0,0,222,1121
11,6,4,3,388,1917
11,11,0,2,326,1624
11,9,5,3,360,1801
11,6,1,1,175,899
11,13,2,2,399,1994
11,15,1,5,539,2661
11,4,2,1,226,1143
11,8,1,3,315,1574
11,13,2,2,314,1590
11,16,4,3,635,3132
11,16,2,1,432,2147
11,9,1,3,334,1658
11,7,3,2,354,1755
11,14,1,1,358,1790
11,17,6,3,459,2313
11,14,1,0,366,1822
11,18,5,5,416,2112
11,8,2,4,388,1935
11,17,3,4,414,2084
11,19,2,3,445,2246
11,15,2,1,304,1560
11,8,2,4,270,1371
11,18,4,3,576,2845
11,14,1,2,353,1765
11,8,1,2,390,1917
11,7,1,0,395,1932
11,9,2,2,219,1142
11,19,2,5,459,2305
11,4,3,1,348,1714
11,9,1,1,254,1289
11,13,3,2,426,2125
11,8,1,2,283,1414
11,6,0,5,347,1713
11,9,4,2,391,1956
11,4,2,0,215,1082
11,14,3,5,606,2982
11,14,4,0,394,1963
11,8,3,2,355,1771
11,6,1,2,245,1230
11,9,0,1,338,1668
11,6,0,0,200,1004
11,16,3,4,447,2239
11,18,3,2,483,2403
11,7,0,1,187,966
11,11,1,3,334,1673
11,15,1,2,389,1940
11,14,0,2,298,1510
11,14,3,3,294,1509
11,15,3,5,462,2312
11,8,1,5,312,1569
11,11,0,0,300,1490
11,7,2,2,279,1409
11,18,4,2,463,2318
11,8,3,3,365,1825
11,9,5,6,378,1908
11,10,2,1,347,1725
11,11,2,2,366,1833
11,8,2,2,240,1232
11,7,2,2,288,1448
11,13,3,1,283,1458
11,18,2,1,381,1922
11,9,3,0,360,1791
11,27,5,3,480,2471
11,24,5,0,481,2420
11,20,1,1,427,2156
11,9,4,0,321,1609
11,11,0,2,376,1872
11,13,0,0,323,1619
11,13,2,3,423,2097
11,6,5,2,373,1847
11,7,2,2,302,1513
11,18,1,6,512,2565
11,7,3,1,293,1470
11,9,2,1,345,1705
11,12,1,1,274,1384
11,10,5,4,421,2086
11,9,1,1,240,1210
11,8,0,1,288,1441
11,10,2,1,336,1673
11,18,3,1,416,2105
11,4,1,2,223,1117
11,12,3,2,334,1692
11,6,2,2,344,1708
11,19,2,5,505,2526
11,12,2,2,371,1860
11,12,4,2,389,1947
11,15,2,0,293,1495
11,14,5,3,401,2030
11,11,1,5,359,1811
11,14,2,1,397,1975
11,10,0,2,234,1195
11,10,2,2,319,1602
11,14,3,4,457,2306
11,15,1,2,449,2223
11,20,5,5,540,2719
11,8,6,4,345,1747
11,10,1,0,269,1350
11,7,2,1,324,1600
11,8,3,6,379,1894
11,14,2,2,306,1562
11,12,4,5,421,2117
11,11,3,0,365,1808
11,18,2,3,515,2561
11,9,4,1,400,1986
11,18,1,2,490,2439
11,18,3,4,479,2388
11,12,0,4,301,1526
11,13,2,2,263,1348
11,5,2,2,319,1595
11,11,2,2,311,1579
11,12,5,3,353,1783
11,1,1,2,196,977
11,5,4,1,185,961
11,12,3,2,335,1675
11,6,1,1,253,1263
11,5,2,1,237,1194
11,9,4,1,327,1634
11,8,0,2,242,1229
11,14,1,0,267,1354
11,15,2,2,374,1908
11,9,0,3,299,1509
11,8,3,1,250,1275
11,13,1,4,403,2006
11,12,1,5,383,1920
11,26,7,2,535,2714
11,13,1,0,459,2243
11,9,3,5,342,1710
11,12,0,1,315,1581
11,16,4,1,536,2659
11,14,2,3,382,1919
11,22,3,4,531,2642
11,9,4,2,219,1140
11,10,1,4,433,2158
11,14,5,2,526,2612
11,9,2,2,308,1542
11,15,1,2,408,2025
11,6,5,4,340,1711
11,9,0,3,306,1527
11,9,1,2,281,1425
11,17,2,1,376,1910
11,12,0,1,270,1362
11,11,3,2,405,2021
11,11,4,1,434,2143
11,14,2,0,338,1705
11,4,1,2,174,893
11,7,2,0,215,1107
11,13,1,3,344,1731
11,10,0,2,305,1524
11,17,0,4,527,2615
11,5,2,0,391,1908
11,11,2,1,291,1457
11,16,2,2,445,2225
11,10,6,0,408,2042
11,4,4,2,250,1270
11,10,2,3,350,1754
11,10,3,2,347,1745
11,15,1,3,433,2152
11,12,2,4,420,2084
11,7,0,0,272,1342
11,9,1,1,305,1530
11,4,1,2,321,1567
11,3,1,2,300,1476
11,12,2,3,350,1765
11,15,2,7,422,2130
11,9,7,0,392,1967
11,15,1,1,443,2205
11,15,2,0,264,1347
11,11,2,5,466,2305
11,4,4,4,169,894
11,13,0,3,370,1839
11,15,5,5,406,2053
11,6,0,3,316,1569
11,7,1,1,328,1622
11,14,5,0,457,2271
11,8,1,2,287,1428
11,10,4,0,240,1238
11,4,3,2,187,969
11,18,4,5,361,1869
11,7,2,1,349,1731
11,7,3,1,284,1424
11,4,1,1,162,837
11,8,3,1,354,1760
11,17,1,2,344,1748
11,12,6,1,497,2453
11,9,1,2,388,1919
11,11,1,5,351,1771
11,12,2,3,404,2019
11,11,0,5,307,1563
11,2,1,3,218,1098
11,12,2,6,437,2179
11,10,2,0,291,1476
11,10,6,5,550,2714
11,19,1,4,435,2170
11,8,2,2,280,1397
11,19,4,5,498,2509
11,20,1,3,566,2791
11,9,2,3,373,1851
11,14,2,4,377,1903
11,10,0,5,379,1897
11,7,3,3,368,1826
11,17,3,3,420,2102
11,19,3,4,491,2465
11,14,0,1,474,2301
11,16,2,2,516,2536
11,22,3,2,400,2053
11,7,0,2,206,1057
11,16,2,2,463,2301
11,5,2,2,389,1912
11,8,2,4,387,1920
11,8,2,0,358,1760
11,8,3,0,218,1107
11,13,2,3,385,1926
11,11,2,2,385,1909
11,14,1,4,394,1961
11,12,7,5,420,2114
11,10,0,1,246,1255
11,19,3,4,676,3320
11,9,4,3,312,1580
11,16,2,4,521,2579
11,10,1,1,362,1792
11,5,1,1,292,1434
11,15,2,2,598,2922
11,10,3,1,307,1535
11,10,3,1,358,1775
11,11,0,0,238,1208
11,8,1,3,285,1444
11,13,1,3,431,2141
11,20,5,4,512,2577
11,10,2,2,275,1405
11,9,0,3,276,1392
11,17,0,1,358,1798
11,13,1,6,473,2356
11,9,3,3,333,1683
11,11,1,4,335,1692
11,13,5,3,440,2195
11,24,4,4,519,2622
11,10,5,1,333,1669
11,12,1,2,378,1870
11,9,1,1,276,1386
11,8,2,2,229,1178
11,8,2,3,228,1172
11,16,3,3,352,1797
11,8,1,1,294,1471
11,12,2,2,397,1975
11,7,0,3,271,1362
11,3,0,0,165,820
11,17,7,3,477,2408
11,9,3,0,333,1670
11,16,5,1,458,2307
11,12,3,1,356,1798
11,7,0,1,268,1330
11,13,3,0,335,1680
11,11,1,2,310,1563
11,3,0,2,178,907
11,10,1,1,209,1080
11,5,2,0,363,1765
11,9,0,0,367,1795
11,5,1,2,259,1297
11,5,1,2,248,1238
11,7,1,1,210,1064
11,4,2,0,121,635
11,13,2,2,389,1945
11,10,0,0,256,1295
11,11,1,2,377,1864
11,8,1,2,262,1317
11,21,2,2,501,2508
11,13,2,0,319,1601
11,6,3,3,207,1085
11,12,1,3,433,2134
11,1,1,0,231,1134
11,14,3,3,528,2602
11,16,5,2,553,2750
11,4,0,0,221,1098
11,8,4,5,347,1740
11,18,3,4,542,2696
11,8,6,4,281,1443
11,10,0,5,286,1453
11,16,3,0,353,1786
11,9,4,3,396,1971
11,14,5,1,384,1951
11,16,2,3,336,1718
11,11,1,2,366,1818
11,19,4,0,394,1998
11,7,4,3,379,1880
11,18,3,2,343,1753
11,8,3,2,414,2039
11,12,6,2,436,2164
11,6,0,2,242,1213
11,13,2,2,418,2084
11,11,3,1,380,1884
11,16,2,2,464,2309
11,10,0,2,298,1494
11,19,0,0,340,1727
11,16,1,5,346,1762
11,10,4,2,385,1924
11,9,1,5,287,1464
11,8,1,4,362,1802
11,17,1,2,445,2213
11,19,5,4,556,2773
11,9,1,1,334,1648
11,17,2,5,443,2228
11,8,1,2,369,1829
11,6,0,2,388,1885
11,19,3,1,426,2141
11,10,3,2,473,2331
11,1,0,0,168,841
11,9,2,0,253,1275
11,5,0,1,222,1118
11,8,0,2,196,1004
11,12,2,0,373,1869
11,4,1,1,251,1251
11,11,2,1,214,1105
11,12,1,1,357,1774
11,15,1,1,347,1744
11,14,2,3,452,2253
11,8,0,2,294,1464
11,11,1,2,353,1773
11,9,0,1,302,1497
11,10,2,2,394,1943
11,18,3,3,497,2487
11,8,2,7,475,2356
11,8,1,0,382,1871
11,7,2,3,221,1142
11,7,2,4,317,1596
11,16,0,1,472,2326
11,11,0,2,283,1432
11,21,2,4,432,2187
11,12,0,2,321,1620
11,5,2,4,406,1997
11,17,5,5,486,2454
11,6,3,2,329,1631
11,8,3,0,212,1083
11,7,3,1,309,1543
11,3,2,1,226,1128
11,11,1,3,418,2067
11,13,2,0,359,1791
11,11,2,2,393,1947
11,11,1,2,256,1302
11,10,1,3,364,1822
11,12,5,2,318,1627
11,10,2,3,438,2178
11,8,2,1,305,1516
11,16,3,2,492,2450
11,22,7,3,622,3106
11,11,2,1,402,1989
11,4,1,1,204,1024
11,12,0,3,283,1431
11,10,1,1,346,1730
11,9,2,1,265,1337
11,21,3,2,465,2334
11,11,5,2,505,2500
11,8,3,2,227,1163
11,6,1,2,225,1153
11,8,1,1,256,1287
11,12,1,4,347,1750
11,22,2,3,655,3219
11,13,3,3,373,1873
11,16,1,3,428,2137
11,6,3,1,294,1469
11,8,1,2,351,1726
11,11,2,6,413,2065
11,14,2,2,413,2053
11,7,1,1,181,941
11,9,2,1,299,1496
11,9,0,2,385,1895
11,7,3,1,216,1105
11,16,4,5,417,2108
11,16,1,2,358,1809
11,8,1,4,314,1560
11,14,2,4,479,2385
11,10,1,2,324,1629
11,17,2,2,290,1508
11,9,1,3,478,2348
11,17,5,5,508,2555
11,10,1,2,254,1296
11,15,5,1,392,1982
11,6,0,2,315,1548
11,11,0,2,367,1810
11,15,7,3,468,2347
11,5,2,2,466,2260
11,6,0,4,387,1905
11,14,1,6,360,1842
11,10,6,5,459,2299
11,4,0,2,186,939
11,18,4,2,458,2290
11,10,0,0,271,1356
11,13,5,4,494,2458
11,13,5,0,379,1899
11,9,0,1,200,1037
11,13,2,0,215,1118
11,10,4,5,368,1855
11,7,4,1,336,1679
11,6,1,1,292,1454
11,7,5,2,373,1854
11,8,2,1,243,1233
11,1,2,1,196,974
11,5,0,2,373,1813
11,17,7,1,439,2232
11,4,3,4,236,1197
11,17,4,7,617,3059
11,10,0,0,350,1722
11,11,3,3,461,2289
11,9,0,1,266,1324
11,6,1,1,280,1387
11,9,2,1,301,1516
11,4,1,1,197,996
11,8,0,4,378,1861
11,8,3,0,325,1623
11,13,3,2,437,2159
11,10,3,3,314,1582
11,16,1,3,443,2209
11,16,2,4,469,2335
11,16,2,1,341,1735
11,8,3,1,370,1823
11,9,1,5,325,1643
11,8,2,1,306,1531
11,11,1,5,530,2602
11,15,4,3,462,2312
11,12,2,3,567,2776
11,15,1,3,458,2273
11,16,2,1,459,2259
11,14,0,1,354,1766
11,11,2,6,375,1886
11,11,1,1,281,1413
11,9,2,3,315,1588
11,12,3,0,272,1376
11,22,3,2,623,3086
11,13,2,2,383,1927
11,7,2,2,249,1274
11,6,1,1,297,1476
11,14,2,2,419,2081
11,7,1,2,205,1053
11,6,3,3,254,1295
11,8,1,0,275,1374
11,18,5,3,492,2466
11,11,0,1,250,1267
11,8,0,1,208,1063
11,9,0,0,210,1072
11,7,2,1,365,1800
11,18,4,5,578,2881
11,19,4,3,449,2277
11,12,2,2,452,2230
11,6,2,2,219,1122
11,10,4,1,381,1878
11,7,5,1,307,1537
11,13,3,3,402,2017
11,28,4,7,857,4241
11,3,1,2,205,1038
11,7,4,2,349,1739
11,17,4,4,427,2160
11,14,3,0,414,2054
11,19,3,2,580,2882
11,6,0,1,240,1195
11,19,3,0,358,1821
11,14,2,0,438,2149
11,18,2,1,353,1789
11,9,0,1,272,1366
11,12,2,2,362,1818
11,7,1,2,226,1146
11,3,1,0,144,744
11,9,4,4,348,1748
