"Legendary 1","Legendary 2","Legendary 3","Off-Color Legendary 1","Off-Color Legendary 2","Off-Color Legendary 3","Trash","OrbSpent"
11,13,19,4,2,0,552,2799
11,5,3,1,2,0,147,781
11,11,6,1,3,1,344,1749
11,6,11,2,0,3,417,2108
11,6,5,2,1,2,339,1696
11,10,9,4,3,2,420,2153
11,17,10,2,2,4,489,2487
11,15,11,0,2,1,400,2049
11,11,16,4,5,2,528,2693
11,8,13,7,2,1,519,2611
11,7,7,2,3,2,342,1750
11,9,10,4,0,0,350,1785
11,5,14,3,4,0,460,2327
11,14,17,3,1,4,497,2555
11,19,12,2,4,5,561,2863
11,3,3,1,2,1,218,1115
11,10,10,2,2,1,408,2065
11,6,12,3,1,3,354,1817
11,7,7,2,2,2,355,1798
11,5,8,2,0,2,225,1172
11,22,13,1,1,2,539,2755
11,13,11,2,1,3,416,2126
11,11,12,0,3,2,310,1632
11,4,10,0,0,1,169,896
11,17,18,1,2,4,551,2822
11,12,13,0,2,2,358,1875
11,15,22,4,4,2,596,3035
11,3,5,0,1,0,195,1010
11,18,12,0,3,2,472,2412
11,7,16,2,2,1,365,1871
11,19,6,4,1,3,451,2299
11,7,4,3,1,0,234,1214
11,12,4,0,2,1,312,1591
11,8,6,2,0,1,279,1428
11,17,6,2,4,2,458,2341
11,12,20,3,4,4,690,3476
11,9,11,1,1,4,454,2288
11,7,5,4,2,2,328,1662
11,14,10,1,3,1,338,1758
11,24,16,5,1,4,623,3183
11,15,13,0,3,5,403,2103
11,8,11,2,2,1,318,1656
11,10,6,4,2,3,426,2149
11,21,18,6,2,7,668,3429
11,17,13,1,1,3,469,2405
11,11,11,7,3,3,382,1998
11,8,14,4,1,1,304,1587
11,21,14,5,3,2,576,2939
11,15,18,5,3,1,621,3134
11,2,12,0,2,1,200,1063
11,11,6,0,1,5,323,1665
11,8,13,4,1,5,518,2615
11,10,12,3,1,1,322,1674
11,18,13,3,0,4,402,2094
11,8,4,3,0,1,239,1245
11,9,16,2,1,2,466,2360
11,13,7,2,2,1,373,1903
11,13,10,3,5,1,436,2234
11,15,16,2,0,3,549,2792
11,8,12,1,1,0,323,1646
11,13,9,0,1,1,449,2247
11,8,11,3,1,3,304,1578
11,10,8,1,3,1,297,1534
11,11,11,2,1,1,362,1868
11,5,15,2,4,4,537,2698
11,6,7,3,1,4,318,1635
11,19,17,2,5,2,764,3808
11,7,13,4,5,4,447,2291
11,10,13,1,2,4,481,2427
11,16,21,2,4,4,603,3073
11,11,8,1,0,4,384,1961
11,12,9,0,0,1,426,2132
11,14,12,0,3,1,368,1917
11,18,7,4,0,4,570,2863
11,9,18,5,1,3,402,2095
11,11,12,2,2,4,475,2418
11,5,5,1,1,3,231,1199
11,11,14,0,2,0,301,1566
11,11,6,2,3,0,346,1762
11,11,9,0,0,4,343,1761
11,8,10,2,4,0,223,1206
11,10,4,2,1,2,359,1809
11,13,13,2,2,1,379,1957
11,11,7,2,1,3,297,1542
11,21,16,5,2,5,635,3262
11,8,11,2,6,5,495,2500
11,15,13,1,3,3,378,1976
11,10,20,4,2,3,563,2843
11,11,10,4,0,3,372,1922
11,12,7,0,2,3,285,1489
11,12,11,2,1,2,409,2076
11,10,9,1,1,0,376,1905
11,12,9,3,2,4,317,1667
11,30,18,4,2,5,836,4217
11,5,8,5,3,2,429,2160
11,6,7,3,3,2,358,1809
11,11,9,3,4,2,423,2159
11,27,17,4,0,4,693,3511
11,8,10,0,0,0,310,1561
11,14,19,0,1,6,471,2442
11,4,11,0,2,3,228,1208
11,14,9,2,1,4,486,2461
11,7,9,1,1,2,342,1732
11,4,6,0,2,0,236,1197
11,22,24,5,4,3,732,3737
11,7,3,4,1,3,242,1267
11,12,13,4,2,3,563,2819
11,11,9,2,2,1,357,1846
11,13,16,5,6,3,664,3365
11,18,14,2,2,3,546,2784
11,11,8,1,1,1,347,1777
11,16,20,1,4,2,564,2873
11,10,14,5,1,1,351,1828
11,8,6,1,1,3,307,1558
11,14,19,3,2,2,666,3325
11,7,9,1,1,1,385,1936
11,9,5,2,1,1,273,1403
11,12,18,3,1,3,501,2529
11,6,13,1,2,0,340,1733
11,16,16,2,0,1,460,2367
11,9,8,2,1,2,298,1537
11,11,8,3,1,3,393,2001
11,10,10,3,3,0,355,1828
11,24,12,5,2,2,645,3273
11,12,16,3,2,3,516,2619
11,11,14,1,1,1,470,2366
11,6,4,2,1,0,254,1291
11,8,15,1,3,1,479,2414
11,13,13,0,4,6,421,2183
11,6,8,1,1,2,272,1388
11,6,9,0,6,4,361,1851
11,10,14,2,4,1,512,2576
11,12,16,1,1,1,414,2137
11,6,4,2,0,0,146,777
11,11,10,1,1,1,374,1912
11,8,11,0,2,5,287,1511
11,11,12,4,1,4,382,1986
11,7,11,3,2,0,369,1873
11,7,6,1,1,1,287,1468
11,12,14,1,3,1,384,1976
11,10,13,2,1,0,483,2423
11,9,5,2,3,3,424,2123
11,10,15,1,1,0,399,2040
11,9,6,3,1,2,299,1540
11,9,7,0,1,2,375,1884
11,7,11,2,3,3,446,2257
11,16,14,1,3,5,486,2517
11,10,8,0,0,3,418,2099
11,14,13,1,0,1,410,2108
11,8,17,5,1,2,486,2478
11,10,11,1,0,3,452,2272
11,7,10,0,1,1,306,1571
11,14,7,3,3,3,386,1988
11,10,18,5,1,4,454,2362
11,14,15,3,2,2,410,2143
11,7,15,0,1,2,426,2161
11,7,13,3,1,0,342,1753
11,14,15,6,3,1,529,2703
11,10,4,2,1,0,283,1449
11,15,9,2,5,3,558,2811
11,10,9,3,4,3,307,1622
11,7,10,2,1,2,288,1489
11,21,13,1,3,5,468,2442
11,19,10,0,3,2,460,2343
11,20,30,4,2,4,713,3657
11,12,8,1,2,4,358,1841
11,9,11,1,2,4,368,1898
11,5,8,0,2,2,239,1249
11,20,23,4,3,4,769,3904
11,15,6,0,0,0,255,1332
11,18,15,4,2,7,669,3408
11,6,10,2,1,1,317,1616
11,10,9,2,1,3,390,1985
11,6,4,0,2,0,209,1079
11,12,12,7,3,1,515,2631
11,14,6,3,0,1,346,1772
11,6,3,0,1,0,208,1056
11,12,11,3,2,2,418,2130
11,12,13,3,5,5,422,2190
11,4,9,1,1,0,269,1374
11,19,4,1,4,5,469,2388
11,12,5,2,2,0,249,1305
11,10,13,0,1,1,429,2138
11,7,8,0,3,2,372,1876
11,5,5,1,0,1,170,893
11,7,7,2,1,1,275,1399
11,25,17,3,3,4,678,3476
11,8,6,2,1,2,365,1848
11,11,5,1,5,1,320,1641
11,6,5,1,3,1,253,1299
11,16,14,1,2,2,522,2666
11,16,8,0,1,1,395,2010
11,18,20,3,2,4,592,3010
11,3,9,1,1,3,231,1200
11,5,14,1,2,4,490,2458
11,1,0,1,0,1,181,920
11,17,13,2,2,0,392,2033
11,13,11,2,4,3,561,2821
11,13,10,2,0,3,345,1791
11,9,8,1,2,1,355,1810
11,8,12,2,0,1,314,1620
11,14,11,2,2,1,429,2191
11,8,11,0,2,1,301,1559
11,12,10,2,3,2,329,1732
11,13,17,3,1,2,483,2462
11,12,9,0,1,1,374,1904
11,12,19,0,5,6,436,2280
11,12,7,1,2,1,280,1458
11,14,7,3,3,1,428,2170
11,14,13,4,1,1,351,1844
11,14,15,2,3,4,592,2984
11,8,9,2,4,1,396,2010
11,15,6,0,0,2,378,1914
11,10,7,1,3,0,363,1834
11,17,10,1,2,2,443,2256
11,8,11,0,1,2,354,1815
11,10,16,3,2,1,486,2467
11,16,9,0,2,1,266,1414
11,15,18,4,4,1,570,2900
11,10,17,3,2,0,547,2746
11,15,14,2,1,4,506,2575
11,11,4,3,0,3,302,1548
11,15,23,4,3,7,597,3079
11,24,15,3,6,2,564,2922
11,6,10,2,3,2,348,1792
11,14,21,2,5,2,624,3155
11,3,6,0,2,0,170,893
11,6,9,4,2,0,323,1660
11,26,10,0,2,2,627,3156
11,11,11,2,3,2,487,2452
11,11,12,2,1,3,479,2432
11,14,13,4,3,3,577,2921
11,8,6,2,1,3,315,1615
11,6,7,4,0,0,315,1596
11,13,11,4,0,1,416,2124
11,12,7,1,2,1,357,1818
11,16,10,2,0,4,404,2072
11,8,9,2,2,3,357,1826
11,9,20,2,1,1,508,2575
11,10,11,4,2,2,442,2254
11,11,6,2,0,0,187,1002
11,9,13,1,0,2,359,1840
11,8,8,2,3,3,321,1655
11,13,16,3,2,3,558,2814
11,4,8,1,3,2,282,1455
11,13,11,2,0,0,331,1704
11,9,3,2,1,1,302,1535
11,11,18,1,5,4,510,2617
11,5,4,0,3,1,367,1815
11,6,5,0,2,1,176,929
11,13,13,0,0,2,402,2068
11,9,9,3,0,0,335,1713
11,16,8,2,1,0,317,1662
11,21,20,2,2,2,633,3238
11,4,7,3,1,0,255,1304
11,12,5,1,2,2,266,1386
11,12,13,3,4,5,504,2587
11,11,11,5,1,4,408,2091
11,12,7,1,2,2,366,1865
11,14,15,1,2,4,770,3829
11,7,6,0,1,4,210,1119
11,9,6,0,1,1,313,1590
11,16,28,2,2,4,612,3154
11,15,11,3,3,2,385,2010
11,10,4,2,2,1,460,2292
11,4,6,2,1,2,290,1461
11,8,4,0,1,1,336,1691
11,9,9,2,0,2,383,1936
11,12,4,0,4,1,411,2071
11,6,14,4,1,1,448,2268
11,14,12,2,4,1,497,2527
11,6,11,0,0,1,344,1738
11,12,7,2,1,5,323,1684
11,10,13,2,2,1,458,2316
11,9,9,0,3,4,370,1882
11,20,13,6,3,0,506,2608
11,9,11,0,1,0,278,1442
11,10,15,1,5,0,521,2631
11,9,8,2,1,1,225,1194
11,11,19,4,2,1,509,2589
11,11,13,0,0,1,481,2419
11,8,7,3,4,2,400,2027
11,6,7,0,0,1,276,1394
11,16,16,2,1,0,425,2189
11,10,18,3,3,3,491,2505
11,12,11,4,2,5,530,2686
11,8,8,1,0,0,282,1433
11,6,8,2,2,2,294,1517
11,12,12,1,5,1,379,1969
11,19,20,2,3,2,608,3092
11,11,8,4,4,1,443,2261
11,11,6,1,0,3,351,1798
11,3,9,0,0,1,189,984
11,10,8,2,2,1,301,1566
11,7,8,2,0,1,305,1556
11,12,8,1,2,1,331,1699
11,7,4,1,2,1,216,1136
11,10,17,2,0,1,368,1907
11,11,9,2,0,1,377,1897
11,12,13,0,1,4,472,2396
11,17,17,0,4,5,531,2727
11,16,10,1,2,0,412,2090
11,22,21,1,3,3,702,3559
11,10,6,2,1,3,308,1603
11,13,16,2,0,5,654,3279
11,9,23,6,4,5,711,3598
11,3,5,1,1,0,120,654
11,15,15,1,2,3,406,2123
11,13,6,0,2,2,299,1557
11,9,9,2,4,0,343,1771
11,17,9,3,3,2,472,2396
11,17,21,3,5,4,714,3616
11,9,16,3,4,4,433,2236
11,10,9,0,3,1,403,2043
11,8,5,2,1,0,278,1429
11,19,13,3,4,5,600,3064
11,16,19,2,0,2,500,2554
11,17,9,2,6,4,545,2763
11,8,7,1,2,2,314,1603
11,12,23,6,2,3,563,2914
11,13,9,1,3,3,290,1545
11,11,12,2,1,2,366,1889
11,9,14,1,4,0,471,2389
11,26,31,6,7,4,944,4801
11,8,4,3,2,2,282,1453
11,5,3,1,2,2,147,787
11,6,10,1,1,2,491,2433
11,17,10,2,4,3,512,2614
11,15,16,1,3,3,410,2131
11,13,10,0,5,0,436,2215
11,15,15,2,4,0,517,2609
11,9,14,5,1,6,561,2830
11,7,10,0,2,3,248,1313
11,11,9,1,3,2,425,2151
11,12,11,1,1,2,428,2168
11,4,10,0,0,2,293,1484
11,15,20,5,3,1,608,3084
11,4,4,0,3,3,207,1085
11,14,21,5,1,3,497,2579
11,16,5,0,1,2,340,1742
11,2,5,1,1,2,163,862
11,9,8,0,1,3,386,1951
11,11,6,3,1,1,307,1576
11,20,16,2,1,3,549,2802
11,7,11,4,2,5,465,2362
11,13,8,0,1,2,494,2481
11,11,12,2,5,3,514,2613
11,9,12,0,1,3,257,1362
11,19,17,2,2,3,714,3563
11,17,19,2,3,0,498,2565
11,16,11,3,2,5,493,2521
11,15,12,3,3,2,549,2772
11,8,6,2,0,2,238,1250
11,13,21,4,0,1,506,2582
11,18,12,3,3,5,510,2625
11,5,2,3,2,0,386,1903
11,5,10,3,4,2,468,2347
11,10,8,3,2,3,343,1786
11,10,6,5,1,1,356,1816
11,13,11,1,2,2,433,2202
11,15,12,2,2,2,446,2282
11,11,8,1,3,2,361,1843
11,5,10,2,0,0,292,1492
11,13,11,6,3,3,457,2374
11,7,12,2,3,1,361,1858
11,12,12,1,1,1,389,1988
11,10,10,2,2,0,327,1694
11,4,7,1,1,3,288,1468
11,5,11,5,2,1,386,1964
11,16,17,4,2,5,538,2769
11,19,19,3,6,3,605,3112
11,4,9,0,2,0,289,1471
11,14,8,0,5,4,428,2206
11,12,4,3,1,1,357,1807
11,8,18,1,3,6,466,2397
11,13,15,3,1,2,410,2130
11,12,8,3,0,2,348,1795
11,12,10,3,2,1,339,1764
11,11,11,3,2,3,468,2383
11,8,10,2,4,3,457,2317
11,4,4,2,0,2,187,972
11,11,11,4,1,1,308,1618
11,14,16,0,2,2,407,2107
11,18,12,4,4,2,558,2840
11,10,12,2,3,2,450,2290
11,10,12,0,2,3,354,1822
11,12,12,2,3,3,388,1998
11,9,9,3,1,1,347,1773
11,12,25,4,0,5,507,2643
11,17,16,2,3,3,671,3369
11,11,12,2,2,2,447,2274
11,10,13,2,3,1,358,1874
11,11,12,0,1,2,320,1644
11,24,19,3,1,3,768,3857
11,8,5,1,1,3,301,1539
11,11,8,2,1,2,361,1858
11,6,10,2,1,1,333,1685
11,15,10,2,0,1,365,1883
11,7,12,3,1,1,299,1544
11,5,13,1,0,2,318,1626
11,16,22,7,1,6,637,3261
11,11,11,2,0,1,360,1834
11,10,6,5,3,4,473,2384
11,14,13,3,5,3,425,2213
11,5,11,1,4,3,285,1487
11,10,6,1,2,4,405,2050
11,5,5,1,1,2,301,1521
11,19,13,3,2,3,508,2592
11,14,11,1,3,1,373,1926
11,8,12,2,0,2,378,1918
11,9,15,2,3,3,322,1703
11,11,16,3,2,1,491,2503
11,13,6,0,0,3,308,1580
11,8,6,2,0,1,298,1509
11,9,9,1,2,1,377,1909
11,9,11,5,0,3,461,2334
11,12,6,1,1,1,254,1322
11,5,7,2,2,0,394,1974
11,10,13,2,2,6,514,2610
11,5,7,1,1,0,265,1348
11,11,7,3,4,3,387,1987
11,8,8,2,0,1,254,1322
11,7,14,1,5,5,454,2322
11,7,15,3,3,2,436,2216
11,4,2,0,0,2,247,1239
11,21,21,1,1,2,664,3355
11,7,8,1,1,2,345,1747
11,14,8,2,3,4,411,2110
11,4,2,0,1,1,210,1052
11,9,7,1,1,4,345,1752
11,12,8,2,1,2,471,2378
11,13,9,1,1,2,391,1983
11,9,7,2,3,1,312,1606
11,7,17,2,2,1,372,1919
11,11,10,3,4,2,296,1569
11,11,14,3,2,4,445,2297
11,9,12,2,0,0,381,1934
11,12,16,5,5,4,633,3208
11,10,11,0,3,2,301,1567
11,5,10,1,1,1,305,1563
11,11,4,0,2,1,352,1769
11,16,17,5,4,4,669,3381
11,2,13,1,3,2,361,1843
11,9,8,2,0,3,398,1998
11,11,9,3,2,3,347,1794
11,17,14,0,1,2,492,2493
11,5,5,0,2,1,205,1075
11,12,12,1,6,6,609,3073
11,1,12,1,1,1,281,1430
11,15,3,3,2,4,441,2247
11,17,7,3,0,3,431,2184
11,7,7,3,2,3,336,1720
11,11,15,4,3,1,409,2119
11,7,6,2,2,4,297,1544
11,3,7,1,0,2,213,1093
11,8,6,1,0,0,236,1213
11,11,8,1,1,1,285,1468
11,10,9,4,2,3,408,2097
11,10,12,2,3,1,366,1882
11,11,8,2,2,1,426,2155
11,14,9,0,1,1,447,2267
11,7,5,3,3,2,284,1473
11,12,16,3,0,0,541,2724
11,8,8,0,2,1,366,1827
11,13,15,6,3,2,669,3373
11,6,7,2,4,0,233,1229
11,11,11,3,2,1,476,2402
11,12,7,3,2,5,427,2194
11,9,5,2,1,2,242,1261
11,9,8,4,0,2,324,1665
11,6,9,2,0,1,358,1802
11,10,10,7,2,4,386,1990
11,9,11,1,2,2,394,2001
11,11,13,2,4,3,573,2893
11,13,7,3,2,6,352,1828
11,9,10,6,2,3,324,1705
11,12,17,2,1,1,487,2477
11,5,7,1,3,1,293,1495
11,9,7,1,1,1,318,1609
11,14,6,1,2,2,392,1992
11,13,7,0,1,1,324,1655
11,13,10,1,0,1,376,1921
11,16,12,2,3,2,510,2593
11,19,19,7,4,9,586,3060
11,8,9,2,1,0,354,1790
11,9,12,2,3,1,342,1765
11,23,13,3,1,3,628,3190
11,20,19,2,3,2,593,3039
11,10,5,4,2,2,325,1680
11,5,6,3,1,3,259,1340
11,12,14,2,0,0,459,2315
11,15,17,5,3,4,573,2939
11,19,7,3,7,2,416,2177
11,18,14,2,6,3,578,2972
11,11,3,1,2,1,338,1709
11,11,5,1,2,1,453,2254
11,11,8,2,3,2,362,1876
11,8,8,1,1,2,303,1563
11,7,10,3,0,2,532,2633
11,12,16,3,2,2,456,2330
11,12,9,0,4,1,499,2487
11,7,9,3,1,0,322,1647
11,13,10,2,3,2,456,2303
11,13,18,3,3,0,503,2570
11,13,5,5,2,0,358,1835
11,7,8,3,0,3,401,2013
11,11,11,1,0,2,325,1683
11,7,10,0,0,2,222,1161
11,14,9,2,2,1,336,1753
11,8,19,0,1,1,550,2752
11,13,15,3,2,2,415,2160
11,5,8,2,3,3,257,1348
11,3,7,3,3,1,164,889
11,18,18,6,2,6,645,3297
11,9,16,0,4,4,490,2479
11,9,8,2,4,2,452,2276
11,7,6,2,1,1,294,1498
11,13,11,4,1,2,442,2258
11,12,10,2,2,1,326,1701
11,7,8,2,0,2,380,1913
11,19,21,6,0,4,696,3542
11,9,10,2,3,1,374,1915
11,5,3,1,3,1,254,1295
11,24,10,3,2,3,543,2767
11,13,19,2,2,2,503,2571
11,11,16,0,1,4,434,2228
11,10,10,0,3,3,318,1654
11,20,18,3,3,4,558,2883
11,11,16,1,1,2,365,1894
11,10,11,0,2,5,406,2079
11,10,12,1,0,2,352,1806
11,16,10,2,1,1,415,2128
11,9,6,3,1,2,340,1732
11,7,7,2,0,2,218,1149
11,8,8,2,1,1,265,1383
11,9,5,1,1,1,328,1667
11,16,8,2,1,2,327,1716
11,6,7,3,0,2,340,1709
11,8,12,5,5,1,298,1590
11,16,21,5,5,6,564,2929
11,11,9,4,4,2,434,2221
11,16,10,1,0,2,463,2336
11,12,17,4,1,3,486,2500
11,14,7,1,2,1,382,1936
11,7,10,4,1,2,401,2031
11,24,27,1,3,2,793,4021
11,9,9,1,1,1,346,1750
11,13,12,1,2,2,453,2304
11,6,6,2,0,1,154,831
11,12,11,2,0,5,535,2709
11,8,5,0,1,1,254,1310
11,8,8,1,1,0,272,1391
11,12,12,3,1,2,488,2474
11,10,12,4,3,2,481,2457
11,11,6,1,2,3,369,1877
11,7,11,5,1,0,316,1636
11,9,8,2,2,0,201,1080
11,18,18,2,1,4,570,2916
11,15,11,4,0,3,487,2470
11,13,11,4,1,1,371,1915
11,12,7,2,1,2,403,2034
11,18,9,3,3,3,479,2456
11,12,14,1,5,2,449,2303
11,19,27,4,3,7,737,3768
11,14,12,3,3,3,383,1996
11,17,13,1,2,1,439,2260
11,8,11,2,1,1,458,2291
11,6,8,4,1,2,378,1913
11,9,12,0,0,1,364,1846
11,13,6,4,2,2,359,1850
11,12,9,5,2,3,540,2718
11,18,16,5,2,4,552,2841
11,12,8,0,4,2,429,2176
11,7,9,2,2,2,353,1800
11,9,8,1,0,0,226,1194
11,9,7,2,0,2,284,1469
11,8,8,0,0,1,356,1788
11,16,6,2,1,3,495,2500
11,9,9,1,1,2,433,2174
11,8,10,2,0,2,344,1756
11,15,21,4,2,4,573,2930
11,13,17,6,2,0,569,2881
11,13,10,5,4,1,455,2322
11,11,6,4,2,2,372,1903
11,5,5,2,0,2,238,1214
11,14,11,3,2,2,436,2234
11,13,11,3,3,1,451,2302
11,11,7,1,0,1,369,1874
11,14,13,1,1,1,451,2291
11,12,12,3,0,1,431,2199
11,6,5,0,1,1,280,1405
11,15,17,2,6,2,506,2610
11,4,7,0,3,1,230,1193
11,20,7,1,3,6,585,2953
11,10,16,4,0,5,494,2522
11,10,7,1,2,4,443,2217
11,8,9,0,0,2,365,1844
11,12,8,3,2,0,414,2099
11,10,11,3,0,1,470,2362
11,13,19,4,2,2,546,2773
11,3,4,0,1,0,135,712
11,18,7,1,2,2,538,2682
11,9,11,2,3,3,493,2488
11,13,11,1,4,4,409,2120
11,7,6,2,1,0,334,1690
11,7,16,0,2,2,343,1766
11,13,13,2,1,2,375,1944
11,18,13,0,2,3,389,2044
11,15,16,1,2,3,646,3241
11,9,6,1,3,4,376,1918
11,15,16,3,2,3,543,2748
11,12,11,0,1,1,392,1993
11,11,15,2,2,1,504,2532
11,17,8,2,2,5,469,2411
11,8,10,2,1,3,294,1532
11,3,13,1,2,0,297,1515
11,13,14,5,4,5,554,2835
11,8,6,5,0,2,200,1084
11,12,10,0,1,2,352,1793
11,21,13,2,4,3,471,2448
11,12,10,4,4,5,433,2239
11,7,8,1,1,2,253,1323
11,9,11,3,5,1,417,2124
11,14,9,1,3,4,394,2040
11,25,28,2,2,6,704,3620
11,10,14,4,2,1,446,2279
11,12,15,1,4,3,535,2709
11,10,8,2,0,1,388,1955
11,11,15,3,1,4,373,1950
11,13,15,3,4,5,436,2279
11,11,9,1,2,3,384,1961
11,8,6,0,4,3,249,1297
11,16,10,3,2,0,378,1953
11,12,15,1,2,2,449,2289
11,7,8,1,1,1,292,1491
11,8,9,3,4,1,390,1995
11,6,11,2,0,1,379,1904
11,17,29,6,2,7,615,3221
11,10,4,4,0,0,270,1386
11,8,10,0,2,2,433,2157
11,6,9,1,1,1,361,1815
11,13,17,2,2,2,397,2075
11,8,5,3,2,1,277,1430
11,15,19,6,4,5,627,3218
11,10,16,2,3,2,500,2545
11,12,9,0,1,0,287,1494
11,15,17,3,2,5,562,2872
11,7,3,1,0,1,207,1072
11,8,7,2,1,0,315,1586
11,15,8,2,2,4,448,2295
11,10,8,3,0,0,309,1578
11,21,10,6,1,6,516,2677
11,6,9,0,1,2,335,1705
11,7,8,0,1,0,159,862
11,12,17,0,2,1,537,2699
11,16,19,2,3,5,656,3329
11,4,8,0,1,1,460,2254
11,21,12,2,1,4,422,2187
11,14,12,3,2,4,457,2356
11,12,6,4,3,2,421,2141
11,5,9,2,3,3,298,1540
11,12,8,3,0,2,306,1590
11,13,16,4,1,0,453,2321
11,15,9,2,4,5,372,1953
11,16,12,3,3,4,610,3069
11,19,14,1,4,3,508,2611
11,18,11,1,2,1,551,2767
11,8,8,3,0,3,371,1882
11,9,7,4,1,2,380,1952
11,4,6,2,0,1,282,1421
11,22,21,4,4,3,617,3180
11,13,11,1,3,4,480,2426
11,16,7,3,3,1,454,2305
11,7,7,2,0,0,295,1487
11,13,21,0,5,3,559,2855
11,10,9,1,3,1,481,2407
11,16,16,4,2,1,610,3064
11,10,24,3,5,5,614,3148
11,13,19,1,2,2,466,2406
11,8,8,3,0,5,352,1821
11,13,18,4,3,1,469,2417
11,8,8,0,1,1,350,1772
11,5,6,4,0,0,274,1395
11,8,6,1,2,1,326,1659
11,16,9,3,1,2,603,3029
11,20,21,5,4,5,765,3877
11,8,5,1,1,0,206,1078
11,9,4,1,2,5,353,1795
11,21,16,3,0,1,471,2444
11,17,14,5,0,3,661,3304
11,6,8,1,0,2,286,1469
11,8,5,3,2,1,304,1556
11,5,10,4,3,2,318,1652
11,12,12,1,3,1,448,2269
11,9,15,0,3,3,471,2390
11,8,9,1,6,3,359,1846
11,3,8,1,0,0,299,1503
11,4,5,1,1,2,283,1430
11,7,11,2,2,1,370,1888
11,12,13,1,3,1,452,2302
11,7,13,0,1,0,332,1694
11,13,16,4,2,2,446,2304
11,9,10,2,1,3,354,1822
11,7,7,1,2,2,338,1701
11,21,23,7,3,6,872,4401
11,14,12,1,0,0,468,2359
11,8,11,2,2,3,362,1861
11,8,9,5,4,1,349,1822
11,11,10,3,3,3,428,2194
11,5,11,1,0,2,279,1431
11,4,4,0,1,0,201,1042
11,5,7,2,1,2,223,1174
11,11,9,1,2,3,470,2360
11,13,14,4,4,2,420,2183
11,14,11,1,1,2,449,2299
11,7,8,1,2,0,317,1597
11,2,7,0,2,0,212,1097
11,8,12,1,3,2,365,1866
11,3,5,1,3,1,228,1180
11,10,10,2,2,2,338,1749
11,8,14,1,2,2,407,2080
11,19,5,1,4,3,456,2329
11,13,7,0,3,3,321,1678
11,11,3,0,0,0,318,1596
11,14,12,1,2,2,333,1754
11,3,7,0,1,0,205,1068
11,12,17,2,1,2,420,2160
11,15,16,3,3,4,605,3068
11,11,8,4,3,1,383,1965
11,15,9,1,3,0,409,2087
11,13,13,2,3,0,421,2158
11,13,6,1,1,3,241,1285
11,15,23,5,2,1,595,3041
11,12,7,1,3,1,362,1852
11,7,16,2,3,2,429,2189
11,11,18,2,2,2,476,2441
11,10,9,1,2,1,213,1153
11,18,8,3,3,4,496,2528
11,0,4,1,3,1,327,1618
11,4,4,1,1,1,260,1309
11,33,24,2,7,5,781,4026
11,21,16,0,1,5,531,2733
11,9,20,2,2,2,441,2280
11,6,8,2,2,2,306,1568
11,6,3,2,0,0,254,1278
11,7,11,5,4,0,287,1525
11,9,9,1,0,0,336,1722
11,8,7,3,1,1,337,1700
11,9,8,3,0,0,281,1457
11,9,1,0,4,2,278,1415
11,11,10,1,0,1,456,2296
11,22,23,6,9,4,706,3657
11,16,19,4,2,6,625,3197
11,10,17,1,1,1,363,1890
11,20,14,1,5,4,539,2756
11,13,21,2,3,3,531,2713
11,17,8,4,2,1,545,2747
11,5,17,3,1,3,443,2268
11,9,3,2,0,3,337,1692
11,9,12,4,0,1,412,2091
11,7,4,3,1,1,265,1359
11,11,8,2,1,3,492,2444
11,6,7,2,1,1,303,1545
11,17,13,4,3,2,405,2132
11,9,12,3,3,3,321,1691
11,8,5,1,2,1,353,1789
11,7,11,4,1,3,357,1846
11,8,16,1,1,2,321,1672
11,7,8,1,6,2,339,1740
11,9,11,0,3,2,360,1836
11,12,11,1,3,2,414,2121
11,16,8,0,2,1,428,2183
11,17,13,4,5,3,582,2957
11,11,15,1,0,4,447,2282
11,14,13,3,1,0,576,2856
11,18,17,2,4,4,534,2755
11,7,4,0,1,0,330,1631
11,7,9,0,1,4,422,2120
11,12,14,2,4,1,549,2788
11,15,19,0,4,3,525,2699
11,13,15,0,4,1,462,2353
11,13,11,2,1,1,473,2378
11,6,7,3,0,1,212,1108
11,17,19,7,5,5,662,3402
11,9,13,1,3,0,355,1832
11,9,8,2,1,4,319,1633
11,36,22,3,5,4,753,3881
11,19,10,1,1,2,515,2616
11,17,12,1,4,1,509,2600
11,15,18,2,2,0,535,2712
11,15,17,1,1,6,706,3525
11,9,13,0,3,1,364,1866
11,8,7,2,0,2,385,1918
11,9,8,3,1,2,356,1829
11,11,13,1,3,1,511,2561
11,14,11,4,2,3,417,2159
11,18,20,4,2,2,678,3427
11,6,5,2,1,0,309,1558
11,6,10,1,0,4,325,1670
11,14,8,1,4,2,440,2240
11,6,11,4,2,0,341,1753
11,17,11,0,2,0,457,2327
11,8,10,3,3,2,340,1767
11,8,7,6,5,2,435,2208
11,11,18,4,1,2,523,2654
11,11,11,3,1,0,348,1785
11,12,10,1,3,2,348,1795
11,17,8,6,3,0,527,2675
11,18,21,5,1,2,489,2541
11,15,7,3,5,2,472,2416
11,17,10,3,0,3,442,2264
11,12,14,4,2,2,375,1954
11,9,6,3,3,3,348,1783
11,11,15,1,5,0,539,2689
11,8,14,1,7,3,460,2353
11,17,14,0,3,1,456,2345
11,14,11,1,1,2,404,2077
11,10,6,3,1,1,351,1794
11,9,11,1,2,2,399,2038
11,16,12,2,3,7,529,2706
