"Legendary 1","Legendary 2","Legendary 3","Off-Color Legendary 1","Off-Color Legendary 2","Off-Color Legendary 3","Trash","OrbSpent"
11,5,7,2,0,3,181,971
11,8,12,1,0,1,361,1820
11,19,15,1,1,2,435,2245
11,6,6,1,1,0,231,1204
11,9,9,2,2,1,274,1429
11,9,14,3,6,3,491,2505
11,4,10,3,3,0,349,1777
11,9,9,1,3,2,279,1454
11,10,6,0,2,1,284,1464
11,16,6,1,2,1,255,1362
11,16,15,2,0,2,540,2735
11,13,13,5,2,3,456,2348
11,13,8,1,2,2,350,1801
11,11,11,0,4,4,413,2127
11,18,10,1,2,1,494,2513
11,14,9,3,2,2,428,2181
11,10,13,1,7,4,510,2616
11,10,11,5,3,1,374,1940
11,10,14,3,1,2,368,1922
11,13,10,1,1,0,462,2335
11,10,17,1,2,8,531,2713
11,10,12,2,3,4,401,2062
11,3,8,0,5,0,285,1452
11,5,6,3,1,2,381,1912
11,7,12,2,2,2,465,2319
11,7,9,1,3,0,328,1671
11,8,13,2,2,0,338,1728
11,8,10,0,2,2,311,1606
11,15,12,6,3,4,549,2820
11,14,9,3,1,0,291,1534
11,11,9,3,0,1,394,2002
11,13,8,2,0,0,432,2161
11,7,16,5,2,0,357,1863
11,12,9,2,3,3,390,1997
11,4,14,2,0,2,469,2337
11,19,13,1,3,3,507,2599
11,8,11,1,2,1,355,1825
11,19,13,2,3,2,598,3026
11,17,16,3,3,3,571,2893
11,26,20,3,4,0,604,3107
11,9,6,1,0,2,335,1708
11,16,10,4,1,2,503,2554
11,19,26,5,5,6,703,3623
11,5,7,1,4,1,283,1454
11,7,10,1,3,0,331,1683
11,5,7,2,1,6,317,1632
11,7,8,1,3,3,424,2134
11,15,11,4,0,2,525,2636
11,3,8,3,2,6,326,1689
11,6,12,5,1,0,396,2010
11,16,14,3,7,5,479,2497
11,3,1,0,1,1,207,1041
11,8,9,1,1,1,401,2019
11,9,11,2,0,1,318,1650
11,8,13,3,0,4,391,2015
11,19,24,9,3,0,696,3554
11,9,5,0,0,0,234,1200
11,7,5,2,0,2,265,1352
11,9,9,4,3,3,435,2208
11,6,3,2,2,1,340,1698
11,10,8,1,1,0,340,1741
11,13,11,3,0,3,397,2044
11,7,9,0,2,3,343,1738
11,12,6,2,1,0,407,2029
11,12,10,2,0,2,390,1987
11,13,6,7,2,1,399,2059
11,18,12,5,3,5,559,2877
11,8,7,1,1,3,344,1748
11,8,9,3,3,0,357,1823
11,16,20,4,4,1,559,2868
11,11,12,3,3,1,426,2165
11,10,14,1,4,0,335,1753
11,15,15,3,2,3,432,2242
11,6,4,0,1,0,188,966
11,10,10,1,2,2,493,2455
11,11,8,1,1,2,406,2049
11,12,16,3,1,4,504,2558
11,15,10,0,1,3,456,2323
11,5,4,2,1,0,280,1408
11,11,19,1,1,1,308,1649
11,4,11,3,5,5,410,2105
11,12,10,3,0,1,310,1614
11,12,14,0,2,2,519,2611
11,9,14,5,4,3,544,2766
11,19,13,2,4,4,495,2556
11,6,3,2,0,1,217,1114
11,23,13,2,3,2,573,2925
11,11,5,1,2,1,339,1710
11,14,12,2,5,4,521,2648
11,5,12,0,1,0,317,1618
11,16,10,1,2,2,429,2191
11,11,11,3,3,1,453,2305
11,13,12,0,2,3,358,1857
11,3,12,2,1,3,361,1839
11,16,20,3,5,4,557,2862
11,17,9,3,1,2,415,2146
11,10,5,0,2,1,340,1720
11,17,12,1,3,1,670,3354
11,14,19,3,2,2,527,2699
11,7,13,1,1,4,379,1954
11,15,5,0,1,5,429,2178
11,3,6,1,1,4,327,1649
11,8,12,1,2,1,345,1760
11,24,22,2,3,3,816,4105
11,5,7,2,0,2,264,1355
11,15,16,2,2,6,541,2763
11,10,6,4,0,3,438,2198
11,9,15,4,1,0,458,2309
11,13,22,1,2,3,420,2204
11,15,19,2,5,2,442,2309
11,18,15,3,3,1,564,2872
11,1,6,0,1,1,175,897
11,11,9,3,0,2,332,1717
11,24,14,3,3,4,785,3950
11,7,5,1,1,2,370,1852
11,5,7,1,2,1,312,1580
11,7,14,1,2,4,426,2173
11,7,12,2,0,3,385,1974
11,14,16,2,3,1,525,2668
11,8,7,2,1,1,374,1876
11,14,9,3,1,3,511,2582
11,15,10,2,1,1,394,2025
11,9,6,2,2,0,252,1321
11,14,14,0,4,1,416,2135
11,10,10,4,2,2,383,1978
11,13,7,3,1,2,375,1913
11,12,6,1,1,1,262,1371
11,5,8,4,4,3,443,2240
11,14,6,1,1,4,362,1854
11,17,13,0,3,1,432,2224
11,11,7,3,0,1,363,1842
11,10,9,3,1,3,418,2123
11,9,14,2,0,3,422,2136
11,16,15,4,1,3,598,3018
11,19,22,5,5,6,653,3388
11,15,10,4,0,2,348,1819
11,3,7,2,0,0,232,1181
11,4,4,1,1,0,254,1277
11,10,7,3,3,1,346,1788
11,11,15,0,1,1,405,2072
11,7,5,1,0,1,359,1791
11,15,20,2,5,1,518,2652
11,6,14,4,3,2,566,2824
11,11,8,3,2,4,331,1727
11,15,11,2,2,1,435,2204
11,8,12,1,3,4,462,2321
11,13,13,4,2,6,508,2594
11,8,9,1,3,1,388,1959
11,13,10,2,2,3,390,2012
11,5,5,3,3,0,270,1376
11,14,12,1,6,3,401,2080
11,18,18,3,3,2,607,3092
11,12,13,3,3,6,627,3146
11,9,8,1,0,1,262,1353
11,8,15,1,2,1,460,2339
11,8,9,1,3,1,296,1530
11,4,10,0,2,1,217,1149
11,6,7,0,3,0,302,1516
11,15,14,3,3,1,545,2738
11,6,7,2,2,2,325,1657
11,2,3,2,3,1,179,945
11,7,5,2,0,2,265,1353
11,7,11,1,2,2,304,1557
11,6,8,1,2,0,298,1523
11,11,17,6,4,3,536,2736
11,8,12,1,1,2,395,2005
11,25,16,5,5,6,789,3985
11,11,8,2,2,1,335,1717
11,4,7,0,0,1,307,1534
11,4,12,1,3,1,248,1297
11,14,17,8,3,4,634,3214
11,10,15,6,1,1,377,1964
11,7,10,2,1,2,304,1575
11,15,23,3,5,3,597,3072
11,8,9,4,0,3,312,1613
11,4,5,0,2,2,281,1420
11,10,9,1,3,2,395,2012
11,5,11,3,0,1,305,1570
11,6,5,2,1,1,231,1194
11,6,11,1,1,1,321,1648
11,4,1,1,1,2,143,760
11,6,7,1,1,3,360,1804
11,7,10,1,3,2,387,1958
11,19,12,6,4,3,687,3467
11,18,14,3,4,5,501,2593
11,17,10,2,2,4,374,1967
11,17,12,5,4,4,553,2811
11,7,8,2,2,0,306,1558
11,7,8,1,3,0,434,2178
11,18,15,1,5,5,616,3121
11,10,12,2,3,0,446,2259
11,19,8,3,2,2,363,1894
11,13,4,4,3,1,389,1984
11,6,4,2,1,0,291,1465
11,3,10,0,4,0,311,1576
11,19,18,4,3,6,730,3687
11,13,15,1,2,1,406,2078
11,9,5,1,2,1,341,1735
11,25,15,6,4,4,629,3236
11,10,6,2,0,0,256,1331
11,17,16,3,1,3,506,2608
11,3,6,2,1,1,229,1185
11,8,8,2,1,1,306,1560
11,15,13,3,3,3,526,2679
11,9,10,9,1,5,466,2382
11,7,11,1,1,1,359,1815
11,18,15,4,3,3,470,2450
11,7,13,2,1,1,401,2027
11,11,8,2,2,3,389,1980
11,11,11,0,3,1,399,2037
11,10,8,1,2,3,381,1941
11,9,6,5,2,2,386,1967
11,13,11,4,2,3,452,2311
11,9,6,3,2,2,294,1531
11,9,10,0,2,1,346,1752
11,5,3,1,0,3,182,957
11,10,16,0,2,3,447,2282
11,12,5,4,0,2,308,1588
11,17,11,4,4,1,484,2485
11,10,9,1,4,0,389,1984
11,10,8,2,1,1,315,1619
11,7,17,1,1,2,405,2069
11,31,20,4,5,3,877,4452
11,16,15,1,4,3,579,2930
11,16,22,1,3,1,568,2893
11,13,10,4,1,2,390,1995
11,7,6,2,1,1,315,1594
11,20,11,7,2,2,554,2832
11,9,7,0,2,2,259,1348
11,11,8,3,4,3,386,1993
11,8,9,0,1,1,340,1726
11,12,8,3,2,0,411,2080
11,7,8,3,0,5,292,1516
11,10,15,1,1,2,353,1829
11,10,12,4,5,8,453,2355
11,3,7,1,1,4,257,1308
11,9,8,2,1,1,319,1645
11,19,8,2,3,1,476,2423
11,10,12,6,3,1,396,2039
11,3,4,3,1,1,252,1277
11,9,11,3,2,1,519,2586
11,11,11,2,1,1,454,2290
11,8,7,1,2,2,329,1669
11,15,12,4,2,4,565,2858
11,3,2,0,0,1,244,1219
11,9,14,5,2,3,530,2672
11,10,5,3,0,0,333,1688
11,7,13,5,3,2,310,1636
11,7,7,2,2,1,365,1837
11,13,10,0,1,3,369,1895
11,6,7,2,1,1,258,1340
11,21,13,3,4,0,475,2469
11,25,19,5,2,2,674,3461
11,11,15,6,3,3,465,2393
11,13,10,4,3,2,460,2337
11,12,8,0,4,1,419,2121
11,12,14,0,1,1,487,2461
11,22,14,6,4,2,655,3325
11,8,14,0,5,1,427,2163
11,9,19,2,3,1,394,2042
11,12,15,1,1,0,426,2176
11,18,9,2,4,2,505,2569
11,11,21,1,4,3,568,2872
11,12,7,2,4,2,385,1972
11,16,18,4,10,2,720,3652
11,5,8,2,1,2,295,1495
11,14,8,1,0,3,313,1625
11,7,7,4,2,2,298,1537
11,10,14,1,2,2,343,1779
11,11,10,0,1,2,437,2192
11,12,9,2,0,2,339,1749
11,10,15,1,5,3,468,2375
11,20,28,1,2,5,665,3417
11,10,16,3,2,4,463,2367
11,5,5,1,0,0,209,1070
11,23,12,4,5,6,725,3666
11,11,11,0,4,3,351,1815
11,13,14,3,3,2,530,2707
11,14,7,1,3,1,369,1894
11,10,15,5,4,3,426,2224
11,10,19,1,3,4,378,1993
11,5,11,3,3,2,356,1819
11,11,11,2,1,3,448,2259
11,9,15,6,1,9,385,2049
11,9,6,1,1,2,320,1629
11,13,10,2,2,2,392,2004
11,12,19,4,2,3,434,2249
11,21,15,3,1,4,446,2342
11,4,3,1,1,0,251,1252
11,17,13,1,2,0,461,2360
11,16,12,1,3,3,456,2331
11,14,9,1,2,2,512,2571
11,9,5,6,1,3,472,2353
11,11,9,2,1,3,336,1746
11,6,14,3,1,2,414,2117
11,10,16,2,3,1,414,2127
11,8,7,0,3,4,341,1751
11,9,6,1,2,2,378,1903
11,12,12,4,0,4,456,2330
11,6,13,3,2,1,461,2311
11,11,13,2,2,1,478,2434
11,11,16,0,2,2,575,2886
11,13,8,4,2,5,383,2002
11,8,11,1,1,4,366,1873
11,16,24,1,4,4,588,3020
11,6,12,2,0,0,322,1638
11,5,13,2,3,2,382,1942
11,13,9,7,4,4,519,2641
11,8,10,3,3,0,376,1922
11,8,10,2,1,1,382,1933
11,6,5,0,1,1,229,1186
11,13,6,1,1,3,292,1518
11,6,16,1,1,2,401,2048
11,6,4,2,1,1,255,1309
11,3,6,0,1,2,245,1244
11,13,7,0,2,3,329,1700
11,13,25,4,1,7,657,3357
11,12,11,5,1,3,424,2179
11,13,16,3,3,4,554,2814
11,16,19,3,4,7,755,3809
11,6,6,3,2,4,237,1254
11,10,9,3,2,5,374,1935
11,10,12,4,2,3,512,2589
11,3,7,1,4,1,311,1567
11,6,6,0,2,1,253,1282
11,10,11,2,0,2,454,2274
11,22,19,3,0,2,514,2673
11,13,11,6,3,2,495,2514
11,15,19,3,1,5,531,2717
11,9,6,2,1,3,399,2012
11,18,6,3,2,4,503,2539
11,7,17,1,3,0,444,2245
11,18,17,4,4,2,512,2667
11,11,9,0,0,1,343,1755
11,16,7,2,2,2,432,2209
11,18,13,5,2,4,529,2710
11,11,13,3,3,4,482,2445
11,11,21,4,2,2,505,2596
11,15,11,3,2,3,475,2420
11,5,1,1,1,0,150,786
11,12,9,1,3,0,412,2105
11,3,6,0,1,3,209,1090
11,13,10,2,2,2,263,1412
11,20,13,1,3,2,524,2684
11,11,18,6,3,1,478,2452
11,11,5,2,0,2,350,1783
11,10,6,1,2,3,188,1025
11,19,12,1,1,2,564,2834
11,3,4,1,2,0,206,1054
11,16,15,6,3,7,611,3116
11,8,11,5,3,2,342,1781
11,19,10,4,3,3,467,2404
11,21,14,4,3,3,523,2699
11,18,11,1,4,2,501,2549
11,10,13,2,1,3,310,1629
11,8,7,2,2,2,321,1641
11,13,10,4,0,6,426,2190
11,6,5,0,0,0,210,1072
11,10,14,7,4,4,451,2344
11,9,8,3,1,0,464,2308
11,8,12,2,1,4,419,2118
11,23,12,4,3,0,497,2566
11,15,16,5,3,4,550,2819
11,13,12,3,2,2,519,2626
11,10,19,0,2,2,517,2621
11,17,14,5,4,4,444,2340
11,4,16,4,1,5,495,2501
11,14,16,9,2,2,464,2399
11,21,13,1,1,3,543,2758
11,8,9,1,2,1,269,1403
11,8,6,0,1,0,208,1090
11,20,8,4,1,0,533,2680
11,17,18,1,1,1,470,2410
11,14,14,2,2,2,499,2535
11,14,8,2,2,1,389,1980
11,14,16,4,3,1,467,2408
11,12,8,5,3,2,426,2180
11,9,9,1,3,0,349,1789
11,5,7,3,1,2,271,1390
11,7,6,1,5,2,407,2053
11,12,7,1,1,2,303,1559
11,11,16,4,1,1,427,2195
11,5,8,3,0,1,285,1464
11,12,22,2,1,3,466,2411
11,12,10,2,2,3,411,2097
11,12,9,1,2,3,388,1986
11,22,15,2,2,1,504,2598
11,7,16,4,1,2,450,2285
11,9,13,0,1,1,286,1493
11,10,11,3,3,2,400,2049
11,13,8,3,2,1,473,2380
11,15,16,4,4,4,458,2380
11,9,9,2,0,0,275,1431
11,15,21,1,4,4,636,3244
11,11,15,4,3,2,478,2442
11,5,7,2,1,0,251,1292
11,8,3,1,2,1,265,1353
11,16,12,2,1,1,461,2346
11,20,13,2,1,4,705,3528
11,21,14,3,2,5,499,2596
11,2,9,2,0,0,200,1033
11,5,5,6,0,1,271,1406
11,9,12,3,5,0,315,1657
11,14,17,4,4,2,571,2903
11,9,14,3,3,2,409,2110
11,9,9,4,1,0,362,1839
11,13,7,2,1,1,294,1534
11,12,14,2,3,0,500,2533
11,16,11,3,0,4,393,2033
11,15,16,2,3,1,537,2737
11,14,13,2,1,1,409,2111
11,16,7,2,1,2,299,1574
11,8,7,2,1,1,375,1877
11,22,22,1,3,3,604,3087
11,21,11,1,1,0,509,2585
11,12,6,3,2,7,416,2131
11,11,8,4,1,1,321,1679
11,14,10,1,1,2,264,1420
11,12,11,2,2,1,435,2214
11,9,11,2,1,2,366,1868
11,7,13,2,2,1,431,2171
11,11,11,4,2,3,501,2542
11,8,10,1,2,2,350,1795
11,9,16,3,4,2,354,1854
11,10,6,0,3,4,459,2285
11,16,7,1,1,2,426,2168
11,9,8,0,3,2,334,1715
11,22,15,5,5,3,681,3455
11,3,4,2,0,1,329,1633
11,7,4,2,0,4,211,1123
11,13,15,1,5,2,478,2439
11,7,9,4,0,1,287,1484
11,11,9,2,6,2,454,2305
11,13,15,2,4,9,497,2580
11,13,6,3,1,1,330,1708
11,13,11,2,4,2,568,2854
11,15,21,2,3,2,576,2916
11,6,6,2,2,0,285,1455
11,11,10,1,1,1,334,1714
11,7,11,1,1,0,333,1700
11,8,8,0,1,1,310,1582
11,8,10,4,0,1,407,2067
11,11,6,1,2,1,354,1794
11,16,16,2,2,2,548,2799
11,21,14,1,4,2,488,2514
11,19,21,3,3,3,517,2679
11,15,11,1,6,3,562,2863
11,6,15,1,4,2,365,1887
11,5,7,0,0,2,317,1576
11,12,6,2,5,1,276,1463
11,4,12,2,3,3,386,1977
11,7,11,1,2,1,326,1675
11,11,9,1,0,2,398,2012
11,11,15,3,4,4,432,2226
11,9,12,2,0,3,368,1896
11,6,9,1,2,1,437,2174
11,13,12,3,0,2,476,2403
11,15,16,2,3,4,542,2774
11,11,10,2,3,0,447,2250
11,8,8,3,3,1,341,1738
11,15,9,2,3,6,449,2311
11,16,11,4,4,2,493,2516
11,12,11,0,1,0,262,1369
11,9,10,3,2,3,324,1675
11,15,15,3,2,0,492,2511
11,3,9,2,2,3,227,1198
11,11,11,4,2,0,404,2089
11,12,12,4,0,1,397,2034
11,8,8,1,4,2,307,1595
11,23,14,1,3,5,666,3372
11,11,20,0,2,3,493,2504
11,13,7,5,1,5,432,2207
11,8,8,2,4,3,401,2037
11,20,18,2,1,5,737,3698
11,25,17,4,2,2,480,2527
11,11,18,6,3,1,427,2234
11,20,12,1,3,3,456,2351
11,6,7,1,2,2,338,1706
11,10,16,1,2,1,409,2096
11,18,23,5,4,4,667,3391
11,15,9,2,3,5,354,1871
11,18,15,5,4,10,625,3207
11,10,7,1,3,2,303,1569
11,13,22,3,3,6,568,2921
11,12,8,8,0,0,394,2022
11,8,8,2,0,1,280,1450
11,5,4,0,0,1,306,1528
11,12,14,2,2,1,334,1743
11,26,18,4,4,5,842,4250
11,12,12,2,4,3,372,1937
11,12,12,2,0,2,320,1665
11,11,11,1,1,0,458,2288
11,8,5,0,0,1,279,1413
11,9,6,3,3,4,275,1456
11,15,17,2,4,4,501,2592
11,10,12,2,0,3,446,2261
11,8,8,2,1,1,345,1755
11,15,12,0,1,2,476,2393
11,7,5,0,1,1,377,1893
11,7,8,1,1,0,391,1944
11,14,12,0,2,3,337,1760
11,10,7,5,1,1,264,1381
11,9,8,1,2,0,365,1856
11,11,16,2,2,4,447,2292
11,19,10,1,2,1,478,2435
11,16,16,3,3,3,461,2413
11,8,13,1,6,2,557,2769
11,14,15,2,0,4,446,2302
11,11,11,1,2,1,523,2591
11,11,11,3,1,1,427,2172
11,10,17,1,3,5,493,2519
11,7,5,2,3,0,278,1428
11,14,15,0,4,0,474,2411
11,14,12,3,3,3,437,2261
11,13,20,4,1,2,520,2670
11,9,4,1,0,2,253,1312
11,9,5,3,2,1,268,1381
11,9,7,1,0,2,311,1584
11,11,9,0,5,2,487,2452
11,10,10,2,1,1,391,1986
11,3,5,0,2,1,222,1141
11,8,7,2,4,3,413,2096
11,4,7,1,1,1,256,1309
11,5,3,1,0,1,145,766
11,8,5,2,0,1,276,1421
11,13,6,0,0,2,293,1492
11,18,18,3,2,8,567,2939
11,7,13,1,2,3,478,2394
11,8,10,2,1,4,358,1833
11,17,14,4,4,2,646,3256
11,8,5,1,2,0,281,1429
11,14,12,1,2,1,482,2438
11,23,18,6,3,1,600,3071
11,8,16,4,3,3,465,2368
11,6,11,0,1,1,283,1465
11,13,13,2,2,0,452,2309
11,7,11,6,3,2,418,2133
11,10,15,2,2,0,376,1938
11,10,5,0,1,2,264,1359
11,14,11,4,0,2,550,2754
11,10,6,3,2,1,358,1838
11,8,8,1,0,1,239,1251
11,10,13,1,4,6,361,1894
11,6,6,1,0,0,259,1317
11,16,9,1,1,3,492,2484
11,16,12,2,2,3,396,2065
11,12,20,2,2,1,542,2773
11,5,12,1,1,1,433,2157
11,14,11,8,0,1,407,2102
11,14,11,3,2,1,392,2021
11,18,8,2,2,1,444,2265
11,8,8,2,1,3,335,1726
11,14,13,3,3,4,479,2473
11,11,7,2,2,1,320,1636
11,7,12,2,1,1,288,1507
11,8,6,2,1,3,414,2063
11,15,12,2,3,2,379,1978
11,6,12,2,5,1,399,2036
11,7,12,2,2,1,328,1692
11,18,13,2,1,4,457,2351
11,12,10,1,6,3,448,2281
11,8,6,1,2,1,337,1706
11,18,12,4,2,3,572,2904
11,9,11,1,1,2,339,1756
11,9,12,2,2,2,305,1586
11,12,6,1,1,2,325,1662
11,11,12,1,2,4,386,1991
11,5,10,5,0,1,418,2111
11,9,12,0,0,3,302,1566
11,10,6,0,0,2,341,1718
11,19,15,2,0,5,573,2895
11,11,4,2,1,1,357,1798
11,17,13,1,2,2,467,2398
11,9,7,1,3,1,241,1277
11,15,7,6,2,2,535,2689
11,15,14,1,3,0,619,3087
11,14,24,5,2,7,646,3301
11,9,14,3,2,4,510,2581
11,11,13,2,1,3,412,2115
11,8,8,2,2,2,393,2000
11,9,14,0,1,1,321,1663
11,11,14,3,1,5,395,2055
11,8,9,2,0,0,306,1566
11,16,10,2,5,2,537,2734
11,15,20,2,2,2,500,2564
11,13,9,4,0,1,446,2260
11,2,7,1,0,2,148,793
11,7,13,2,2,3,435,2206
11,5,7,1,0,1,237,1210
11,7,7,3,0,2,269,1378
11,23,29,1,2,2,752,3829
11,18,15,4,0,4,513,2647
11,4,4,1,2,1,155,825
11,7,6,1,1,2,181,970
11,8,11,2,2,3,503,2529
11,13,16,6,1,2,486,2500
11,3,11,4,5,3,272,1457
11,10,12,1,0,1,501,2489
11,11,2,0,1,1,243,1252
11,9,13,5,4,4,475,2436
11,8,7,1,4,0,302,1541
11,15,12,0,3,5,511,2609
11,7,9,1,0,2,275,1426
11,7,8,0,4,1,322,1641
11,10,6,1,1,1,309,1583
11,5,3,0,0,3,156,826
11,16,15,0,2,1,625,3105
11,13,15,4,5,3,488,2507
11,17,9,0,2,7,439,2267
11,11,9,2,1,0,325,1679
11,27,12,2,3,3,628,3191
11,14,17,3,4,3,470,2439
11,11,12,1,1,3,291,1542
11,14,9,0,1,1,443,2222
11,11,10,0,3,2,281,1487
11,13,8,2,1,2,338,1748
11,9,14,4,2,1,515,2595
11,15,15,3,4,3,574,2913
11,13,10,2,1,1,469,2360
11,11,14,5,3,3,539,2733
11,9,10,0,3,0,491,2458
11,14,21,1,2,2,465,2387
11,10,8,0,2,2,349,1774
11,12,13,1,1,2,410,2083
11,12,6,2,2,3,360,1848
11,14,13,1,1,1,356,1843
11,15,16,2,2,1,461,2364
11,14,12,4,3,0,544,2759
11,8,8,2,2,0,330,1679
11,18,13,4,3,5,528,2722
11,5,6,0,3,4,274,1405
11,9,3,2,4,0,161,881
11,11,5,2,0,1,312,1595
11,10,11,4,2,2,362,1888
11,7,9,2,5,3,387,1974
11,6,9,1,4,1,383,1937
11,7,7,4,4,3,367,1881
11,11,10,2,1,3,420,2135
11,12,14,2,3,2,421,2180
11,9,12,2,2,3,435,2207
11,4,10,1,3,1,344,1749
11,14,22,4,5,4,622,3175
11,6,15,0,3,2,400,2036
11,9,9,2,3,1,345,1790
11,19,17,3,2,1,694,3474
11,18,7,1,1,1,444,2254
11,14,9,2,5,3,471,2411
11,10,9,1,0,2,304,1581
11,8,6,4,1,2,365,1851
11,8,9,0,2,3,319,1643
11,11,14,2,3,2,398,2060
11,13,8,0,3,1,346,1767
11,5,5,1,2,2,251,1277
11,4,3,0,2,2,193,1002
11,21,4,1,1,4,415,2123
11,10,8,1,2,2,485,2412
11,8,6,0,4,1,252,1294
11,15,15,3,5,3,561,2860
11,17,14,1,0,4,576,2913
11,11,2,2,0,2,295,1499
11,15,10,3,0,3,394,2025
11,23,14,7,3,3,720,3625
11,9,7,1,1,2,293,1506
11,23,12,4,3,2,521,2682
11,6,8,5,1,5,413,2109
11,12,12,4,3,3,445,2285
11,11,14,3,1,0,501,2519
11,9,12,0,1,4,375,1913
11,7,7,5,2,2,418,2110
11,9,8,2,0,0,251,1318
11,20,18,1,4,8,857,4299
11,3,7,3,1,3,222,1156
11,7,4,2,0,1,323,1619
11,6,7,1,0,2,236,1212
11,16,12,4,3,6,562,2856
11,10,13,2,3,0,479,2419
11,17,11,1,0,4,537,2705
11,12,11,1,6,3,398,2068
11,14,11,1,3,4,381,1978
11,8,9,3,0,1,377,1904
11,9,8,0,1,1,344,1742
11,18,15,1,4,4,624,3137
11,14,9,3,1,12,568,2900
11,16,16,2,5,1,519,2647
11,7,11,4,1,7,385,2006
11,11,12,3,4,1,434,2223
11,6,12,4,1,6,507,2548
11,7,10,1,2,0,380,1920
11,16,11,4,3,4,412,2151
11,11,15,2,2,1,417,2136
11,17,14,1,1,4,418,2180
11,12,11,3,0,4,412,2125
11,5,9,1,0,3,372,1870
11,4,5,0,0,0,202,1035
11,12,8,2,3,3,377,1949
11,4,10,1,2,1,331,1671
11,4,9,5,1,3,285,1481
11,9,9,0,0,1,284,1463
11,6,8,0,1,0,267,1363
11,8,10,3,3,1,425,2149
11,5,9,0,2,1,310,1576
11,4,4,1,1,2,271,1362
11,10,13,0,3,3,527,2641
11,8,8,1,1,0,294,1505
11,17,14,3,3,1,567,2867
11,15,11,2,2,2,383,1972
11,12,19,4,5,4,547,2795
11,4,11,1,1,3,243,1268
11,13,9,1,2,2,392,2005
11,8,9,2,0,3,373,1891
11,11,9,3,4,2,348,1798
11,4,3,0,0,3,138,739
11,3,8,4,2,0,264,1349
11,19,6,2,2,1,547,2726
11,12,15,4,1,2,403,2083
11,7,8,2,1,0,282,1445
11,14,11,1,1,3,455,2313
11,18,21,3,4,3,566,2912
11,11,17,3,4,3,510,2614
11,10,9,0,1,1,293,1511
11,9,13,1,0,1,336,1712
11,17,16,1,3,5,531,2717
11,15,8,4,1,4,513,2584
11,6,15,3,0,2,398,2026
11,7,8,1,2,1,300,1526
11,8,13,0,2,1,403,2030
11,6,2,0,2,2,263,1323
11,9,16,1,0,1,375,1923
11,10,6,3,3,1,378,1921
11,6,12,1,0,1,259,1348
11,15,25,3,5,3,660,3388
11,7,8,2,2,1,291,1507
11,7,7,1,0,3,280,1439
11,12,10,0,0,2,438,2203
11,7,10,0,0,3,270,1402
11,9,10,1,3,1,348,1770
11,12,9,2,3,3,326,1716
11,7,8,0,3,1,256,1348
11,5,7,1,2,1,244,1268
11,14,8,1,1,0,309,1607
11,4,4,0,2,1,257,1282
11,13,7,0,0,0,287,1479
11,17,14,2,3,1,491,2519
11,3,6,2,2,3,228,1198
11,7,16,1,3,3,441,2251
11,13,13,0,3,1,361,1879
11,4,12,3,0,3,375,1885
11,21,11,2,2,2,503,2580
11,15,20,4,1,4,457,2393
11,12,4,3,1,3,423,2139
11,14,18,3,0,1,447,2302
11,15,16,7,5,4,565,2910
11,17,10,1,2,1,347,1806
11,8,6,4,2,1,377,1902
11,12,7,0,1,2,317,1630
11,13,14,5,3,3,539,2746
11,11,8,4,0,0,326,1679
11,15,14,3,4,4,752,3769
11,14,17,3,3,2,437,2261
11,18,14,4,4,1,566,2886
11,7,6,1,2,1,207,1092
11,12,5,2,3,3,375,1906
11,12,13,1,7,5,504,2589
11,5,7,1,1,1,319,1598
11,10,9,6,0,1,440,2235
11,9,11,1,0,2,434,2182
11,10,14,2,1,2,450,2284
11,7,7,2,1,2,418,2092
11,18,9,5,3,4,496,2561
11,3,10,2,2,0,289,1482
11,8,13,2,1,1,376,1924
11,14,8,1,3,2,441,2255
11,4,5,0,1,1,304,1530
11,15,10,2,2,1,408,2096
11,9,9,0,2,0,343,1753
11,9,5,1,2,2,271,1405
11,11,11,1,2,0,400,2045
11,9,15,2,6,3,434,2235
11,11,16,6,1,3,472,2428
11,9,9,4,0,4,336,1750
11,4,6,2,0,1,297,1501
11,5,8,4,1,1,324,1650
11,6,16,3,2,0,382,1963
11,7,15,2,3,3,365,1892
11,6,11,3,2,2,344,1772
11,11,10,3,0,4,353,1826
11,7,5,1,0,0,261,1316
11,6,13,1,0,2,399,2019
11,12,11,1,1,1,457,2305
11,4,13,1,0,1,340,1735
11,5,9,4,1,2,341,1732
11,20,20,3,1,1,568,2901
11,10,10,2,2,3,512,2562
11,14,19,4,4,3,532,2720
11,19,15,0,2,0,484,2446
11,12,8,3,0,0,317,1634
11,6,6,1,4,0,257,1339
11,6,8,4,1,1,258,1338
11,8,17,4,3,1,444,2260
11,6,6,2,1,1,270,1385
11,13,18,2,0,1,470,2387
11,7,6,0,3,2,341,1717
11,8,10,3,2,2,369,1892
11,19,7,2,3,4,511,2603
11,4,9,0,2,3,323,1638
11,8,11,3,3,4,433,2204
11,18,18,4,1,2,507,2610
11,17,12,3,2,2,377,1984
11,18,11,0,1,1,414,2121
11,21,8,1,3,1,549,2774
11,12,5,0,1,1,330,1665
11,9,11,3,1,1,331,1701
11,7,8,0,1,2,302,1523
11,8,17,1,3,3,426,2198
11,11,3,1,0,1,247,1280
11,12,8,1,3,2,323,1668
11,3,7,1,1,2,312,1578
11,16,11,3,1,4,443,2284
11,17,5,4,1,1,443,2248
11,6,14,2,1,1,360,1841
